Date/Time,Electricity:Facility [kW](Hourly),Fans:Electricity [kW](Hourly),Cooling:Electricity [kW](Hourly),Heating:Electricity [kW](Hourly),InteriorLights:Electricity [kW](Hourly),InteriorEquipment:Electricity [kW](Hourly),Gas:Facility [kW](Hourly),Heating:Gas [kW](Hourly),InteriorEquipment:Gas [kW](Hourly),Water Heater:WaterSystems:Gas [kW](Hourly)
 12/13  22:00:00,1038.46324833,96.1775156129,573.371726914,0.0,100.150657288,124.558693486,503.64595934,443.745449367,42.4850247072,17.4154852658
 12/13  23:00:00,969.167463575,96.1775156129,571.504598607,0.0,46.0930336215,124.558693486,509.623077908,463.888946116,28.3233498048,17.410781987
 12/13  24:00:00,969.161123719,96.1775156129,565.290280985,0.0,46.0930336215,124.558693486,495.994181594,473.11610338,14.1616749024,8.71640331169
 12/14  01:00:00,954.318304307,96.1775156129,558.105941818,0.0,46.0930336215,113.312780494,501.81234305,478.733835897,5.66466996096,17.4138371914
 12/14  02:00:00,959.416458508,96.1775156129,552.072910372,0.0,46.0930336215,113.312780494,506.885329281,483.810339941,5.66466996096,17.4103193791
 12/14  03:00:00,961.969034668,96.1775156129,544.700846468,0.0,46.0930336215,113.312780494,503.754422459,489.373573298,5.66466996096,8.71617919981
 12/14  04:00:00,960.825729377,96.1775156129,535.003740993,0.0,46.0930336215,113.312780494,519.498763319,496.422507308,5.66466996096,17.4115860498
 12/14  05:00:00,1017.57918737,96.1775156129,500.720212042,0.0,100.150657288,148.969399434,494.050514189,479.6704811,5.66466996096,8.71536312795
 12/14  06:00:00,1032.48724572,96.6624135722,513.794234817,0.0,100.150657288,149.894399434,781.112436922,749.537702109,14.1616749024,17.4130599102
 12/14  07:00:00,1261.38976041,98.2369301133,514.674574159,0.0,176.471037341,302.612436532,583.340323865,537.6046603,28.3233498048,17.4123137602
 12/14  08:00:00,1375.01059698,99.9924301883,516.413683707,0.0,243.2593065,310.10971186,557.686070486,488.845064905,42.4850247072,26.3559808737
 12/14  09:00:00,1415.58843357,100.688325767,517.616968914,0.0,243.2593065,310.10971186,543.810106701,460.669856573,56.6466996096,26.4935505181
 12/14  10:00:00,1453.79437513,101.249250027,521.731622306,0.0,243.2593065,302.612436532,519.750662546,441.818492807,42.4850247072,35.4471450323
 12/14  11:00:00,1468.31009528,101.723319815,530.795529608,0.0,243.2593065,310.10971186,524.32683214,417.858802748,70.808374512,35.65965488
 12/14  12:00:00,1479.57526165,102.138203954,542.525105745,0.0,243.2593065,310.10971186,514.098672326,398.618156538,70.808374512,44.6721412755
 12/14  13:00:00,1449.09537602,102.506993732,552.837103411,0.0,243.2593065,310.10971186,492.916801176,386.573048342,70.808374512,35.5353783219
 12/14  14:00:00,1490.16728666,102.730412832,560.64337517,0.0,243.2593065,302.612436532,481.214278601,379.894304085,56.6466996096,44.673274907
 12/14  15:00:00,1493.88002091,103.019323844,564.701599416,0.0,243.2593065,302.612436532,444.163182539,366.022483561,42.4850247072,35.655674271
 12/14  16:00:00,1497.52325694,103.060526178,564.1655184,0.0,243.2593065,302.612436532,462.300130407,370.056120656,56.6466996096,35.5973101406
 12/14  17:00:00,1504.60773112,103.127640869,559.544869689,0.0,243.2593065,310.10971186,498.874735196,378.500870085,84.9700494144,35.4038156967
 12/14  18:00:00,1510.80864204,103.200383952,553.517657537,0.0,243.2593065,310.10971186,493.667081014,391.177072092,84.9700494144,17.5199595079
 12/14  19:00:00,1230.33695388,96.1775156129,546.483241709,0.0,166.938926447,199.110933808,495.548405316,393.115173652,84.9700494144,17.4631822496
 12/14  20:00:00,1215.08463537,96.1775156129,540.030692469,0.0,166.938926447,191.61365848,476.021661016,401.913347352,56.6466996096,17.4616140541
 12/14  21:00:00,1071.21661661,96.1775156129,528.054185583,0.0,100.150657288,124.558693486,519.79387682,445.685556099,56.6466996096,17.4616211114
 12/14  22:00:00,958.003277683,96.1775156129,449.598546526,0.0,100.150657288,124.558693486,516.257959644,456.356976142,42.4850247072,17.4159587946
 12/14  23:00:00,828.381855509,96.1775156129,379.9519769,0.0,46.0930336215,124.558693486,523.799862735,478.065209409,28.3233498048,17.4113035215
 12/14  24:00:00,798.458275156,96.1775156129,352.284827324,0.0,46.0930336215,124.558693486,508.418164345,485.539797593,14.1616749024,8.71669184913
 12/15  01:00:00,755.519105753,96.1775156129,324.77061386,0.0,46.0930336215,113.312780494,519.681985409,496.602857304,5.66466996096,17.4144581443
 12/15  02:00:00,750.641832444,96.1775156129,318.782958982,0.0,46.0930336215,113.312780494,525.449021641,502.373372184,5.66466996096,17.4109794961
 12/15  03:00:00,766.779885971,96.1775156129,332.828776761,0.0,46.0930336215,113.312780494,518.198291815,503.8170782,5.66466996096,8.71654365445
 12/15  04:00:00,754.771446483,96.1775156129,318.661078227,0.0,46.0930336215,113.312780494,546.595569191,523.518546951,5.66466996096,17.4123522785
 12/15  05:00:00,828.266114115,96.1775156129,302.84048992,0.0,100.150657288,148.969399434,524.996765355,510.616334147,5.66466996096,8.71576124772
 12/15  06:00:00,850.449226537,96.6953665163,322.057384631,0.0,100.150657288,149.894399434,827.022609482,795.447020591,14.1616749024,17.4139139883
 12/15  07:00:00,1055.79393678,98.2545081372,302.086944949,0.0,176.471037341,302.612436532,613.991441453,568.254861574,28.3233498048,17.4132300749
 12/15  08:00:00,1215.79150336,100.192298975,349.719732225,0.0,243.2593065,310.10971186,574.044995836,505.201972823,42.4850247072,26.3579983061
 12/15  09:00:00,1379.49057251,100.88411136,474.486537188,0.0,243.2593065,310.10971186,554.068065989,470.925203417,56.6466996096,26.4961629629
 12/15  10:00:00,1442.17228131,101.311923091,515.311332023,0.0,243.2593065,302.612436532,535.507466945,457.571514163,42.4850247072,35.4509280749
 12/15  11:00:00,1448.81975378,101.608356434,533.871311903,0.0,243.2593065,310.10971186,549.043675329,442.570693924,70.808374512,35.6646068932
 12/15  12:00:00,1462.63474429,102.042132668,558.053771159,0.0,243.2593065,310.10971186,532.885953922,417.406571859,70.808374512,44.6710075516
 12/15  13:00:00,1444.62450974,102.426535168,581.280443686,0.0,243.2593065,310.10971186,505.082570359,398.733688846,70.808374512,35.5405070009
 12/15  14:00:00,1490.23463581,102.587474335,593.151050333,0.0,243.2593065,302.612436532,494.374395234,393.050512601,56.6466996096,44.6771830234
 12/15  15:00:00,1492.50960881,102.769682814,594.934518504,0.0,243.2593065,302.612436532,465.289412356,387.142914566,42.4850247072,35.6614730824
 12/15  16:00:00,1493.58440893,102.940083507,595.803734312,0.0,243.2593065,302.612436532,474.948608009,382.69817229,56.6466996096,35.6037361091
 12/15  17:00:00,1506.27636942,103.04573009,598.280280279,0.0,243.2593065,310.10971186,507.965968798,387.586604953,84.9700494144,35.4093144308
 12/15  18:00:00,1511.01036496,103.158507199,591.891073837,0.0,243.2593065,310.10971186,496.702032088,394.209582034,84.9700494144,17.5224006401
 12/15  19:00:00,1232.29113621,96.1775156129,586.311536881,0.0,166.938926447,199.110933808,494.909907827,392.476500862,84.9700494144,17.4633575503
 12/15  20:00:00,1224.70067474,96.1775156129,586.186039211,0.0,166.938926447,191.61365848,470.778229413,396.667442616,56.6466996096,17.4640871879
 12/15  21:00:00,1092.66793138,96.1775156129,587.938801694,0.0,100.150657288,124.558693486,510.224189974,436.113417679,56.6466996096,17.4640726855
 12/15  22:00:00,1054.3529396,96.1775156129,589.031450619,0.0,100.150657288,124.558693486,503.126725315,443.223366703,42.4850247072,17.4183339051
 12/15  23:00:00,987.77921053,96.1775156129,589.479120533,0.0,46.0930336215,124.558693486,507.313049124,461.578307655,28.3233498048,17.4113916643
 12/15  24:00:00,989.568565303,96.1775156129,590.4075967,0.0,46.0930336215,124.558693486,492.509742106,469.632993142,14.1616749024,8.71507406064
 12/16  01:00:00,975.140596315,96.1775156129,588.612365935,0.0,46.0930336215,113.312780494,496.478050416,473.400789121,5.66466996096,17.412591334
 12/16  02:00:00,976.765051317,96.1775156129,590.002767513,0.0,46.0930336215,113.312780494,498.169634052,475.091346912,5.66466996096,17.4136171794
 12/16  03:00:00,980.971187481,96.1775156129,593.861866807,0.0,46.0930336215,113.312780494,492.730084626,478.350373169,5.66466996096,8.7150414959
 12/16  04:00:00,982.355768123,96.1775156129,595.183625937,0.0,46.0930336215,113.312780494,505.02471691,481.947899201,5.66466996096,17.4121477489
 12/16  05:00:00,992.910739021,96.1775156129,595.551752714,0.0,55.6251445156,113.312780494,498.089974455,475.012206583,5.66466996096,17.4130979108
 12/16  06:00:00,993.691971551,96.1775156129,596.234414049,0.0,55.6251445156,113.312780494,499.460442406,476.581101656,14.1616749024,8.7176658476
 12/16  07:00:00,1064.13109431,96.1775156129,597.372863051,0.0,65.1572554096,176.889270242,463.439575889,417.704617697,28.3233498048,17.4116083871
 12/16  08:00:00,1173.11389209,96.4756371064,595.892200468,0.0,109.682768182,220.96816451,741.056906462,681.159329703,42.4850247072,17.4125520518
 12/16  09:00:00,1179.17645555,96.4739914695,592.289377903,0.0,109.682768182,220.96816451,635.755299279,561.605573334,56.6466996096,17.5030263347
 12/16  10:00:00,1287.31951622,96.9118443678,592.391826766,0.0,131.945524568,266.955817592,591.516773598,522.664027124,42.4850247072,26.3677217671
 12/16  11:00:00,1299.1920452,97.0570304522,596.072958304,0.0,131.945524568,274.45309292,597.311729375,500.012147697,70.808374512,26.491207166
 12/16  12:00:00,1306.59645304,97.2902952805,601.488962657,0.0,131.945524568,274.45309292,572.43597443,475.140684396,70.808374512,26.4869155222
 12/16  13:00:00,1277.76966368,97.5726956944,604.740130233,0.0,131.945524568,274.45309292,558.709772815,452.593203387,70.808374512,35.3081949158
 12/16  14:00:00,1263.4854235,97.7054613444,597.969312983,0.0,131.945524568,266.955817592,521.47086355,438.338392103,56.6466996096,26.4857718371
 12/16  15:00:00,1264.00522148,97.7710997364,586.1062365,0.0,131.945524568,266.955817592,487.45212595,418.487193488,42.4850247072,26.4799077546
 12/16  16:00:00,1205.08108934,96.1775156129,588.575207711,0.0,109.682768182,212.545889182,408.831569344,316.878671621,56.6466996096,35.3061981133
 12/16  17:00:00,1211.18617573,96.1775156129,579.720535378,0.0,109.682768182,220.04316451,452.446899314,340.992711019,84.9700494144,26.484138881
 12/16  18:00:00,1165.7403586,96.1775156129,573.117991238,0.0,109.682768182,220.04316451,469.627093097,358.304578257,84.9700494144,26.3524654256
 12/16  19:00:00,1118.74947197,96.1775156129,569.146219569,0.0,100.150657288,199.110933808,492.341048345,398.655301277,84.9700494144,8.71569765376
 12/16  20:00:00,1107.16630367,96.1775156129,560.877323782,0.0,100.150657288,191.61365848,481.823352288,407.763149417,56.6466996096,17.4135032608
 12/16  21:00:00,991.235089135,96.1775156129,549.806562571,0.0,55.6251445156,124.558693486,528.467399447,454.408603301,56.6466996096,17.4120965365
 12/16  22:00:00,991.524925423,96.1775156129,538.836112867,0.0,55.6251445156,124.558693486,515.428507957,464.228081075,42.4850247072,8.71540217457
 12/16  23:00:00,940.499434889,96.1775156129,471.076064479,0.0,46.0930336215,124.558693486,533.343126433,487.606856866,28.3233498048,17.4129197624
 12/16  24:00:00,832.724731032,96.1775156129,356.147689579,0.0,46.0930336215,124.558693486,535.552505813,503.97695926,14.1616749024,17.4138716505
 12/17  01:00:00,757.54837467,96.1775156129,309.095112084,0.0,34.9616554283,113.312780494,541.464972378,527.085010944,5.66466996096,8.71529147278
 12/17  02:00:00,735.658374005,96.1775156129,286.086195619,0.0,34.9616554283,113.312780494,568.816535407,545.739019167,5.66466996096,17.4128462793
 12/17  03:00:00,712.985152763,96.1775156129,261.404617984,0.0,34.9616554283,113.312780494,597.757877966,574.67930705,5.66466996096,17.4139009545
 12/17  04:00:00,686.407426288,96.1775156129,233.73498385,0.0,34.9616554283,113.312780494,632.848905897,618.469561571,5.66466996096,8.71467436533
 12/17  05:00:00,676.841826256,96.1775156129,215.241570519,0.0,44.4937663224,113.312780494,666.628680373,643.55152738,5.66466996096,17.412483032
 12/17  06:00:00,660.748647776,96.1775156129,197.419057163,0.0,44.4937663224,113.312780494,717.535567669,685.960402406,14.1616749024,17.4134903612
 12/17  07:00:00,711.25783327,96.1775156129,180.920798959,0.0,54.0258772165,176.889270242,694.158960008,657.117724398,28.3233498048,8.71788580571
 12/17  08:00:00,694.238800251,96.1775156129,169.101977635,0.0,54.0258772165,184.38654557,723.396865348,663.499749241,42.4850247072,17.4120913996
 12/17  09:00:00,773.470740089,96.1775156129,169.003654003,0.0,65.1572554096,220.04316451,688.5517519,614.417550428,56.6466996096,17.4875018619
 12/17  10:00:00,781.580322123,96.1775156129,183.832716659,0.0,65.1572554096,212.545889182,623.256217948,554.42909106,42.4850247072,26.3421021805
 12/17  11:00:00,809.328840839,96.1775156129,204.786137946,0.0,65.1572554096,220.04316451,597.903898985,500.629680678,70.808374512,26.4658437949
 12/17  12:00:00,845.450233248,96.1775156129,238.511724521,0.0,65.1572554096,220.04316451,534.412998817,437.145166931,70.808374512,26.4594573746
 12/17  13:00:00,895.97695855,96.1775156129,286.925613902,0.0,65.1572554096,220.04316451,500.868688014,394.784032034,70.808374512,35.2762814682
 12/17  14:00:00,922.076751842,96.1775156129,317.837467225,0.0,65.1572554096,212.545889182,463.993632223,380.881942351,56.6466996096,26.4649902622
 12/17  15:00:00,938.183717189,96.1775156129,331.18043676,0.0,65.1572554096,212.545889182,437.611038894,368.661353689,42.4850247072,26.4646604984
 12/17  16:00:00,939.71837214,96.1775156129,333.27467435,0.0,65.1572554096,212.545889182,452.990838106,369.88010906,56.6466996096,26.4640294361
 12/17  17:00:00,887.247633093,96.1775156129,304.347896875,0.0,65.1572554096,220.04316451,528.773545676,410.693754047,84.9700494144,33.1097422151
 12/17  18:00:00,808.637203339,96.1775156129,264.283225999,0.0,54.0258772165,184.38654557,587.112203592,482.419623815,84.9700494144,19.7225303621
 12/17  19:00:00,746.44562147,96.1775156129,234.305216328,0.0,44.4937663224,163.454314868,668.105274327,565.721391014,84.9700494144,17.4138338985
 12/17  20:00:00,718.33094809,96.1775156129,215.194987946,0.0,44.4937663224,155.95703954,681.712387724,607.653710257,56.6466996096,17.4119778581
 12/17  21:00:00,667.516970079,96.1775156129,196.617159473,0.0,44.4937663224,124.558693486,749.641559362,684.277782998,56.6466996096,8.71707675364
 12/17  22:00:00,650.314935929,96.1775156129,180.270677092,0.0,44.4937663224,124.558693486,783.415345392,723.51681976,42.4850247072,17.4135009248
 12/17  23:00:00,628.798123245,96.1775156129,168.420507816,0.0,34.9616554283,124.558693486,806.166951418,760.975840702,28.3233498048,16.867760911
 12/17  24:00:00,628.286458771,96.1775156129,167.86730685,0.0,34.9616554283,124.558693486,775.524468492,752.102328734,14.1616749024,9.26046485614
 12/18  01:00:00,624.893639258,96.1775156129,165.857464495,0.0,46.0930336215,113.312780494,785.165916137,762.087870372,5.66466996096,17.4133758038
 12/18  02:00:00,614.877578133,96.1775156129,156.15319598,0.0,46.0930336215,113.312780494,808.024259359,793.643174027,5.66466996096,8.71641537141
 12/18  03:00:00,609.146902245,96.1775156129,150.633060151,0.0,46.0930336215,113.312780494,826.601708623,803.521883878,5.66466996096,17.415154784
 12/18  04:00:00,602.824174958,96.1775156129,144.647182258,0.0,46.0930336215,113.312780494,843.933915824,820.855935526,5.66466996096,17.4133103368
 12/18  05:00:00,688.21001416,96.1775156129,140.64208461,0.0,100.150657288,148.969399434,811.412628417,797.031645883,5.66466996096,8.71631257348
 12/18  06:00:00,706.177152248,96.1775156129,156.153949267,0.0,100.150657288,149.894399434,1186.65724902,1155.08042235,14.1616749024,17.4151517696
 12/18  07:00:00,908.467353214,96.4511552885,134.152738836,0.0,176.471037341,302.612436532,901.437078923,855.699087761,28.3233498048,17.4146413572
 12/18  08:00:00,1024.77717584,96.7438573573,141.636266952,0.0,243.2593065,310.10971186,797.044293708,728.197145291,42.4850247072,26.3621237106
 12/18  09:00:00,1111.91742963,96.8657105334,193.437443066,0.0,243.2593065,310.10971186,667.379726258,584.231307401,56.6466996096,26.5017192475
 12/18  10:00:00,1231.02624634,96.9571531421,277.531581759,0.0,243.2593065,302.612436532,598.888334208,520.943618577,42.4850247072,35.4596909235
 12/18  11:00:00,1353.75208382,97.035649252,382.663464648,0.0,243.2593065,310.10971186,605.884232408,499.399766025,70.808374512,35.6760918707
 12/18  12:00:00,1470.56567708,97.1420382743,485.985568386,0.0,243.2593065,310.10971186,593.6998753,478.205524981,70.808374512,44.6859758078
 12/18  13:00:00,1453.47795761,97.4127576303,501.112866082,0.0,243.2593065,310.10971186,565.274889558,458.913772559,70.808374512,35.5527424868
 12/18  14:00:00,1500.81561067,97.7712330031,508.406314233,0.0,243.2593065,302.612436532,543.677438324,442.341855695,56.6466996096,44.6888830199
 12/18  15:00:00,1508.69454165,98.1210144546,514.025103046,0.0,243.2593065,302.612436532,499.997717525,421.835951672,42.4850247072,35.6767411457
 12/18  16:00:00,1514.57667097,98.4712405087,518.6359962,0.0,243.2593065,302.612436532,513.521151616,412.363123222,56.6466996096,44.5113287847
 12/18  17:00:00,1518.08678586,98.7030568376,517.859539043,0.0,243.2593065,310.10971186,535.98195389,424.447194441,84.9700494144,26.5647100354
 12/18  18:00:00,1504.82462237,98.9640950316,506.47999987,0.0,243.2593065,310.10971186,555.526185688,444.276211476,84.9700494144,26.2799247975
 12/18  19:00:00,1109.89783679,96.1775156129,391.984085177,0.0,166.938926447,199.110933808,521.182365452,418.749579928,84.9700494144,17.4627361099
 12/18  20:00:00,1006.35609988,96.1775156129,304.31572241,0.0,166.938926447,191.61365848,521.488162399,447.378693105,56.6466996096,17.4627696838
 12/18  21:00:00,821.34739548,96.1775156129,258.933297768,0.0,100.150657288,124.558693486,589.889951403,515.780417579,56.6466996096,17.462834214
 12/18  22:00:00,759.952082586,96.1775156129,236.652655119,0.0,100.150657288,124.558693486,593.294687742,542.091059952,42.4850247072,8.71860308284
 12/18  23:00:00,686.850473057,96.1775156129,227.741111083,0.0,46.0930336215,124.558693486,616.281401004,570.544172323,28.3233498048,17.4138788763
 12/18  24:00:00,687.550479516,96.1775156129,226.017707183,0.0,46.0930336215,124.558693486,610.856242501,579.279614679,14.1616749024,17.4149529198
 12/19  01:00:00,670.259180153,96.1775156129,220.795764456,0.0,46.0930336215,113.312780494,612.867745489,598.487218107,5.66466996096,8.71585742077
 12/19  02:00:00,659.660314713,96.1775156129,210.658518582,0.0,46.0930336215,113.312780494,649.78064573,626.701895572,5.66466996096,17.4140801971
 12/19  03:00:00,659.880029887,96.1775156129,211.020592931,0.0,46.0930336215,113.312780494,650.538239156,627.45831075,5.66466996096,17.4152584455
 12/19  04:00:00,660.481708489,96.1775156129,209.629499338,0.0,46.0930336215,113.312780494,656.866929235,642.486365495,5.66466996096,8.71589377877
 12/19  05:00:00,746.109046898,96.1775156129,205.633124343,0.0,100.150657288,148.969399434,652.86764874,629.788975227,5.66466996096,17.4140035517
