Location,BNMC,,,,
Address,"666 N Oak St, Buffalo NY 14203",,,,
Opt. tilt,32 deg,accurate to 0.25 deg,,,
Opt. azimuth,178.25 deg,accurate to 0.25 deg,,,
,,,,,
,Plane of array irradiance | (W/m2),Global horizontal irradiance | (W/m2),Ambient temperature | (C),Angle of incidence | (deg),Wind speed | (m/s)
"Oct 30, 05:00 pm",3.78215,4,11.7,79.8732,2.6
"Oct 30, 06:00 pm",0,0,11.1,0,3.1
"Oct 30, 07:00 pm",0,0,9.4,0,4.6
"Oct 30, 08:00 pm",0,0,8.9,0,5.2
"Oct 30, 09:00 pm",0,0,9.4,0,7.7
"Oct 30, 10:00 pm",0,0,10,0,8.8
"Oct 30, 11:00 pm",0,0,10,0,8.8
"Oct 31, 12:00 am",0,0,10,0,8.2
"Oct 31, 01:00 am",0,0,9.4,0,6.7
"Oct 31, 02:00 am",0,0,9.4,0,4.6
"Oct 31, 03:00 am",0,0,9.4,0,5.7
"Oct 31, 04:00 am",0,0,8.9,0,2.6
"Oct 31, 05:00 am",0,0,8.9,0,4.1
"Oct 31, 06:00 am",9.3831,7,8.3,77.6866,4.1
"Oct 31, 07:00 am",198.197,76,9.4,70.129,5.7
"Oct 31, 08:00 am",458.895,237,12.2,56.5589,6.2
"Oct 31, 09:00 am",679.659,387,13.9,43.7447,7.7
"Oct 31, 10:00 am",833.989,497,14.4,32.6934,8.2
"Oct 31, 11:00 am",909.009,553,15,25.8036,9.8
"Oct 31, 12:00 pm",903.618,551,15,26.5478,8.8
"Oct 31, 01:00 pm",810.546,490,15,34.4339,7.2
"Oct 31, 02:00 pm",518.146,313,13.9,45.9145,5.7
"Oct 31, 03:00 pm",357.255,199,14.4,58.9135,5.2
"Oct 31, 04:00 pm",30.7148,28,13.3,72.5653,4.6
"Oct 31, 05:00 pm",2.02543,2,12.8,79.7828,4.1
"Oct 31, 06:00 pm",0,0,12.2,0,3.1
"Oct 31, 07:00 pm",0,0,8.9,0,6.7
"Oct 31, 08:00 pm",0,0,7.8,0,5.7
"Oct 31, 09:00 pm",0,0,7.4,0,5.4
"Oct 31, 10:00 pm",0,0,7,0,5.1
"Oct 31, 11:00 pm",0,0,6.6,0,4.8
"Nov 1, 12:00 am",0,0,6.2,0,4.5
"Nov 1, 01:00 am",0,0,5.8,0,4.2
"Nov 1, 02:00 am",0,0,5.4,0,3.9
"Nov 1, 03:00 am",0,0,5,0,3.6
"Nov 1, 04:00 am",0,0,5.6,0,3.6
"Nov 1, 05:00 am",0,0,6.1,0,4.1
"Nov 1, 06:00 am",1.13973,1,5.6,77.5429,3.6
"Nov 1, 07:00 am",50.7112,43,5,70.2612,4.1
"Nov 1, 08:00 am",242.823,155,6.1,56.7485,3.6
"Nov 1, 09:00 am",368.034,246,8.9,44.0099,5.2
"Nov 1, 10:00 am",673.552,422,10.6,33.0664,6.7
"Nov 1, 11:00 am",668.877,436,11.1,26.2897,5.2
"Nov 1, 12:00 pm",549.348,384,11.7,27.0271,6.2
"Nov 1, 01:00 pm",282.563,244,10.6,34.8035,5.7
"Nov 1, 02:00 pm",103.974,93,9.4,46.1863,4.6
"Nov 1, 03:00 pm",158.734,124,9.4,59.1161,4.1
"Nov 1, 04:00 pm",25.9608,24,9.4,72.7129,5.2
"Nov 1, 05:00 pm",1.10387,1,8.3,79.639,4.6
"Nov 1, 06:00 pm",0,0,6.7,0,3.6
"Nov 1, 07:00 pm",0,0,7.2,0,3.6
"Nov 1, 08:00 pm",0,0,4.4,0,0
"Nov 1, 09:00 pm",0,0,4.4,0,2.1
"Nov 1, 10:00 pm",0,0,3.9,0,2.6
"Nov 1, 11:00 pm",0,0,2.8,0,2.6
"Nov 2, 12:00 am",0,0,3.3,0,2.6
"Nov 2, 01:00 am",0,0,2.8,0,3.1
"Nov 2, 02:00 am",0,0,2.8,0,3.6
"Nov 2, 03:00 am",0,0,3.9,0,5.2
"Nov 2, 04:00 am",0,0,4.4,0,4.1
"Nov 2, 05:00 am",0,0,4.4,0,4.1
"Nov 2, 06:00 am",0,0,4.4,77.4544,4.6
"Nov 2, 07:00 am",39.9366,34,4.4,70.3493,6.2
"Nov 2, 08:00 am",38.9673,42,4.4,56.8733,6.7
"Nov 2, 09:00 am",117.468,108,4.4,44.182,6.7
"Nov 2, 10:00 am",211.561,208,5,33.3048,6.7
"Nov 2, 11:00 am",203.986,206,5,26.5955,10.3
"Nov 2, 12:00 pm",563.006,387,7.2,27.3257,10.3
"Nov 2, 01:00 pm",428.373,324,6.7,35.0325,11.3
"Nov 2, 02:00 pm",131.098,134,5.6,46.3533,10.3
"Nov 2, 03:00 pm",62.4867,68,5.6,59.239,9.3
"Nov 2, 04:00 pm",18.2147,20,5,72.8004,9.8
"Nov 2, 05:00 pm",0,0,4.4,79.5454,8.8
"Nov 2, 06:00 pm",0,0,4.4,0,9.3
"Nov 2, 07:00 pm",0,0,3.9,0,8.2
"Nov 2, 08:00 pm",0,0,3.9,0,8.2
"Nov 2, 09:00 pm",0,0,3.3,0,8.2
"Nov 2, 10:00 pm",0,0,3.3,0,7.7
"Nov 2, 11:00 pm",0,0,2.8,0,6.7
"Nov 3, 12:00 am",0,0,2.2,0,6.2
"Nov 3, 01:00 am",0,0,1.7,0,5.7
"Nov 3, 02:00 am",0,0,1.1,0,5.7
"Nov 3, 03:00 am",0,0,1.1,0,5.7
"Nov 3, 04:00 am",0,0,1.1,0,6.2
"Nov 3, 05:00 am",0,0,1.7,0,6.7
"Nov 3, 06:00 am",3.98574,4,1.7,77.3677,6.7
"Nov 3, 07:00 am",172.957,61,2.8,70.4396,6.7
"Nov 3, 08:00 am",458.256,224,3.9,57.0003,7.2
"Nov 3, 09:00 am",598.205,340,5.6,44.3557,6.2
"Nov 3, 10:00 am",740.146,434,6.7,33.5433,6.2
"Nov 3, 11:00 am",844.916,501,7.8,26.8982,5.7
"Nov 3, 12:00 pm",794.351,477,8.9,27.6197,5.2
"Nov 3, 01:00 pm",641.513,383,9.4,35.2575,5.2
"Nov 3, 02:00 pm",570.181,328,10,46.5165,4.1
"Nov 3, 03:00 pm",297.582,176,8.9,59.3581,2.6
"Nov 3, 04:00 pm",85.2219,45,8.3,72.8405,2.1
"Nov 3, 05:00 pm",0,0,6.1,0,2.6
"Nov 3, 06:00 pm",0,0,5,0,3.1
"Nov 3, 07:00 pm",0,0,5.6,0,3.1
"Nov 3, 08:00 pm",0,0,5.6,0,2.6
"Nov 3, 09:00 pm",0,0,6.1,0,3.1
"Nov 3, 10:00 pm",0,0,6.1,0,2.6
"Nov 3, 11:00 pm",0,0,7.2,0,3.6
"Nov 4, 12:00 am",0,0,7.8,0,2.6
"Nov 4, 01:00 am",0,0,8.9,0,3.1
"Nov 4, 02:00 am",0,0,8.9,0,4.1
"Nov 4, 03:00 am",0,0,10,0,4.6
"Nov 4, 04:00 am",0,0,10,0,4.6
"Nov 4, 05:00 am",0,0,11.1,0,5.7
"Nov 4, 06:00 am",0,0,11.7,77.2826,7.7
"Nov 4, 07:00 am",30.5222,31,11.7,70.5321,6.7
"Nov 4, 08:00 am",159.104,119,12.8,57.1294,5.7
"Nov 4, 09:00 am",96.0653,100,13.9,44.531,6.2
"Nov 4, 10:00 am",261.574,249,15,33.7818,8.8
"Nov 4, 11:00 am",207.637,208,16.1,27.1979,6.7
"Nov 4, 12:00 pm",222.919,220,16.7,27.909,6.2
"Nov 4, 01:00 pm",228.541,199,17.8,35.4783,7.2
"Nov 4, 02:00 pm",242.823,188,18.3,46.6759,5.7
"Nov 4, 03:00 pm",75.7278,78,18.3,59.4734,5.2
"Nov 4, 04:00 pm",66.37,43,17.2,72.7776,3.1
"Nov 4, 05:00 pm",0,0,15.6,0,4.1
"Nov 4, 06:00 pm",0,0,15.6,0,4.6
"Nov 4, 07:00 pm",0,0,15,0,4.6
"Nov 4, 08:00 pm",0,0,13.9,0,4.1
"Nov 4, 09:00 pm",0,0,15,0,5.7
"Nov 4, 10:00 pm",0,0,15.6,0,6.2
"Nov 4, 11:00 pm",0,0,15.6,0,6.2
"Nov 5, 12:00 am",0,0,16.1,0,9.3
"Nov 5, 01:00 am",0,0,15.6,0,7.7
"Nov 5, 02:00 am",0,0,15,0,7.7
"Nov 5, 03:00 am",0,0,15.6,0,6.2
"Nov 5, 04:00 am",0,0,16.7,0,7.2
"Nov 5, 05:00 am",0,0,16.7,0,8.2
"Nov 5, 06:00 am",0,0,17.2,0,8.8
"Nov 5, 07:00 am",58.4926,42,17.8,70.6254,8.8
"Nov 5, 08:00 am",266.687,150,18.3,57.2607,8.8
"Nov 5, 09:00 am",150.397,135,18.3,44.7078,12.9
"Nov 5, 10:00 am",321.723,246,18.3,34.02,12.9
"Nov 5, 11:00 am",364.244,304,18.9,27.4943,11.8
"Nov 5, 12:00 pm",225.247,221,18.9,28.1935,11.8
"Nov 5, 01:00 pm",159.263,164,19.4,35.6948,12.4
"Nov 5, 02:00 pm",99.7993,105,18.3,46.8312,11.3
"Nov 5, 03:00 pm",40.3395,43,12.8,59.5848,7.2
"Nov 5, 04:00 pm",14.0176,15,11.7,72.7142,7.2
"Nov 5, 05:00 pm",0,0,10.6,0,3.6
"Nov 5, 06:00 pm",0,0,11.1,0,3.1
"Nov 5, 07:00 pm",0,0,10,0,8.8
"Nov 5, 08:00 pm",0,0,10,0,7.7
"Nov 5, 09:00 pm",0,0,10,0,5.7
"Nov 5, 10:00 pm",0,0,9.4,0,4.1
"Nov 5, 11:00 pm",0,0,10,0,6.2
"Nov 6, 12:00 am",0,0,10,0,5.2
"Nov 6, 01:00 am",0,0,9.4,0,5.7
"Nov 6, 02:00 am",0,0,8.9,0,6.2
"Nov 6, 03:00 am",0,0,8.9,0,5.2
"Nov 6, 04:00 am",0,0,8.9,0,5.7
"Nov 6, 05:00 am",0,0,8.9,0,4.1
"Nov 6, 06:00 am",0,0,8.9,0,9.8
"Nov 6, 07:00 am",65.4463,40,8.3,70.5768,13.9
"Nov 6, 08:00 am",366.973,176,7.2,57.3939,8.8
"Nov 6, 09:00 am",372.442,242,7.8,44.8858,9.8
"Nov 6, 10:00 am",571.138,354,8.9,34.2578,10.3
"Nov 6, 11:00 am",326.795,250,8.9,27.7872,11.3
"Nov 6, 12:00 pm",116.102,122,8.9,28.4732,9.8
"Nov 6, 01:00 pm",92.6321,99,5.6,35.9069,9.3
"Nov 6, 02:00 pm",129.71,113,5.6,46.9826,8.2
"Nov 6, 03:00 pm",61.4711,65,5.6,59.6921,6.7
"Nov 6, 04:00 pm",26.4605,27,6.1,72.6506,8.8
"Nov 6, 05:00 pm",0,0,5.6,0,6.7
"Nov 6, 06:00 pm",0,0,5.6,0,5.7
"Nov 6, 07:00 pm",0,0,5.6,0,5.7
"Nov 6, 08:00 pm",0,0,5,0,6.2
"Nov 6, 09:00 pm",0,0,5,0,8.2
"Nov 6, 10:00 pm",0,0,3.3,0,7.2
"Nov 6, 11:00 pm",0,0,2.8,0,7.2
"Nov 7, 12:00 am",0,0,2.8,0,6.7
"Nov 7, 01:00 am",0,0,2.2,0,5.7
"Nov 7, 02:00 am",0,0,1.1,0,3.1
"Nov 7, 03:00 am",0,0,1.1,0,3.1
"Nov 7, 04:00 am",0,0,1.7,0,5.7
"Nov 7, 05:00 am",0,0,1.7,0,6.7
"Nov 7, 06:00 am",0,0,1.7,0,6.2
"Nov 7, 07:00 am",22.4633,23,2.2,70.5309,6.7
"Nov 7, 08:00 am",74.4067,76,2.2,57.529,6.7
"Nov 7, 09:00 am",71.2284,77,2.8,45.0649,6.2
"Nov 7, 10:00 am",117.651,123,2.2,34.495,3.6
"Nov 7, 11:00 am",298.778,229,3.9,28.0767,4.1
"Nov 7, 12:00 pm",206.015,204,3.3,28.7478,7.7
"Nov 7, 01:00 pm",182.049,178,3.9,36.1145,7.2
"Nov 7, 02:00 pm",304.993,205,4.4,47.1297,6.2
"Nov 7, 03:00 pm",240.9,149,5.6,59.7954,6.2
"Nov 7, 04:00 pm",25.1252,24,5,72.5865,6.7
"Nov 7, 05:00 pm",0,0,5,0,6.7
"Nov 7, 06:00 pm",0,0,5,0,5.7
"Nov 7, 07:00 pm",0,0,5,0,5.7
"Nov 7, 08:00 pm",0,0,5,0,5.2
"Nov 7, 09:00 pm",0,0,3.9,0,4.1
"Nov 7, 10:00 pm",0,0,5,0,5.2
"Nov 7, 11:00 pm",0,0,5,0,5.7
"Nov 8, 12:00 am",0,0,5,0,4.6
"Nov 8, 01:00 am",0,0,5,0,3.6
"Nov 8, 02:00 am",0,0,5.6,0,3.1
"Nov 8, 03:00 am",0,0,5.6,0,4.6
"Nov 8, 04:00 am",0,0,5.6,0,4.6
"Nov 8, 05:00 am",0,0,5.6,0,3.6
"Nov 8, 06:00 am",0,0,5,0,4.1
"Nov 8, 07:00 am",12.5928,13,5.6,70.4878,4.1
"Nov 8, 08:00 am",63.3938,65,5,57.6658,3.1
"Nov 8, 09:00 am",88.1813,92,4.4,45.245,4.1
"Nov 8, 10:00 am",111.781,115,5,34.7314,4.6
"Nov 8, 11:00 am",117.093,125,5,28.3625,4.1
"Nov 8, 12:00 pm",148.528,156,5.6,29.0175,2.6
"Nov 8, 01:00 pm",108.153,115,5.6,36.3174,2.1
"Nov 8, 02:00 pm",103.495,107,5.6,47.2726,2.6
"Nov 8, 03:00 pm",119.879,114,5.6,59.8946,2.1
"Nov 8, 04:00 pm",30.2076,30,6.1,72.522,4.1
"Nov 8, 05:00 pm",0,0,6.1,0,4.1
"Nov 8, 06:00 pm",0,0,6.1,0,5.7
"Nov 8, 07:00 pm",0,0,6.1,0,6.7
"Nov 8, 08:00 pm",0,0,5.6,0,6.2
"Nov 8, 09:00 pm",0,0,5.6,0,6.7
"Nov 8, 10:00 pm",0,0,5.6,0,6.2
"Nov 8, 11:00 pm",0,0,5.6,0,6.2
"Nov 9, 12:00 am",0,0,5,0,6.2
"Nov 9, 01:00 am",0,0,5,0,6.7
"Nov 9, 02:00 am",0,0,5,0,6.7
"Nov 9, 03:00 am",0,0,5,0,5.7
"Nov 9, 04:00 am",0,0,5,0,5.2
"Nov 9, 05:00 am",0,0,5,0,4.6
"Nov 9, 06:00 am",0,0,5,0,3.6
"Nov 9, 07:00 am",30.7147,30,5.6,70.4473,4.1
"Nov 9, 08:00 am",120.898,113,5.6,57.8044,4.1
"Nov 9, 09:00 am",172.733,167,5.6,45.426,6.2
"Nov 9, 10:00 am",226.175,220,6.7,34.9669,4.6
"Nov 9, 11:00 am",248.455,214,7.2,28.6445,5.7
"Nov 9, 12:00 pm",536.976,337,7.2,29.2819,6.7
"Nov 9, 01:00 pm",616.651,365,8.3,36.5156,6.7
"Nov 9, 02:00 pm",475.694,269,8.3,47.411,5.7
"Nov 9, 03:00 pm",109.914,91,7.2,59.9895,5.7
"Nov 9, 04:00 pm",37.6242,32,6.7,72.4571,5.7
"Nov 9, 05:00 pm",0,0,6.7,0,2.1
"Nov 9, 06:00 pm",0,0,6.1,0,3.1
"Nov 9, 07:00 pm",0,0,5.6,0,5.2
"Nov 9, 08:00 pm",0,0,5.6,0,2.6
"Nov 9, 09:00 pm",0,0,6.1,0,4.1
"Nov 9, 10:00 pm",0,0,6.7,0,2.1
"Nov 9, 11:00 pm",0,0,7.2,0,2.6
"Nov 10, 12:00 am",0,0,6.1,0,2.6
"Nov 10, 01:00 am",0,0,7.2,0,3.6
"Nov 10, 02:00 am",0,0,7.8,0,5.2
"Nov 10, 03:00 am",0,0,8.3,0,7.7
"Nov 10, 04:00 am",0,0,8.9,0,6.7
"Nov 10, 05:00 am",0,0,10,0,7.7
"Nov 10, 06:00 am",0,0,13.9,0,9.3
"Nov 10, 07:00 am",17.8485,13,15,70.4096,10.3
"Nov 10, 08:00 am",44.861,48,14.4,57.9445,9.3
"Nov 10, 09:00 am",69.0107,76,14.4,45.6077,11.3
"Nov 10, 10:00 am",106.379,113,15.6,35.2012,13.4
"Nov 10, 11:00 am",176.252,180,10.6,28.9225,18
"Nov 10, 12:00 pm",212.771,211,9.4,29.5411,18
"Nov 10, 01:00 pm",165.993,169,8.9,36.709,14.9
"Nov 10, 02:00 pm",157.131,154,8.9,47.5451,13.9
"Nov 10, 03:00 pm",85.7299,85,7.8,60.0801,11.3
"Nov 10, 04:00 pm",16.1279,18,7.8,72.3919,11.8
"Nov 10, 05:00 pm",0,0,7.8,0,11.8
"Nov 10, 06:00 pm",0,0,8.3,0,9.3
"Nov 10, 07:00 pm",0,0,7.8,0,8.8
"Nov 10, 08:00 pm",0,0,7.8,0,7.2
"Nov 10, 09:00 pm",0,0,7.8,0,7.7
"Nov 10, 10:00 pm",0,0,7.2,0,8.2
"Nov 10, 11:00 pm",0,0,6.1,0,7.2
"Nov 11, 12:00 am",0,0,5.6,0,7.7
"Nov 11, 01:00 am",0,0,5,0,6.7
"Nov 11, 02:00 am",0,0,5,0,7.7
"Nov 11, 03:00 am",0,0,4.4,0,8.8
"Nov 11, 04:00 am",0,0,3.9,0,8.8
"Nov 11, 05:00 am",0,0,3.9,0,8.8
"Nov 11, 06:00 am",0,0,3.3,0,7.7
"Nov 11, 07:00 am",23.2559,22,3.3,70.3744,7.7
"Nov 11, 08:00 am",128.801,105,3.3,58.0861,7.7
"Nov 11, 09:00 am",337.417,221,4.4,45.7899,7.2
"Nov 11, 10:00 am",461.006,312,4.4,35.4343,5.7
"Nov 11, 11:00 am",481.709,328,5.6,29.1965,5.2
"Nov 11, 12:00 pm",204.939,186,3.9,29.7949,5.2
"Nov 11, 01:00 pm",164.541,163,4.4,36.8974,4.6
"Nov 11, 02:00 pm",113.999,117,3.9,47.6746,4.6
"Nov 11, 03:00 pm",85.9942,83,3.9,60.1664,4.6
"Nov 11, 04:00 pm",18.8488,20,2.8,72.3264,5.2
"Nov 11, 05:00 pm",0,0,2.8,0,5.2
"Nov 11, 06:00 pm",0,0,2.8,0,5.2
"Nov 11, 07:00 pm",0,0,2.8,0,4.6
"Nov 11, 08:00 pm",0,0,2.8,0,4.6
"Nov 11, 09:00 pm",0,0,2.2,0,5.2
"Nov 11, 10:00 pm",0,0,2.2,0,2.6
"Nov 11, 11:00 pm",0,0,2.2,0,3.1
"Nov 12, 12:00 am",0,0,2.2,0,3.1
"Nov 12, 01:00 am",0,0,2.2,0,1.5
"Nov 12, 02:00 am",0,0,2.2,0,3.1
"Nov 12, 03:00 am",0,0,1.7,0,3.6
"Nov 12, 04:00 am",0,0,1.7,0,2.1
"Nov 12, 05:00 am",0,0,1.7,0,3.1
"Nov 12, 06:00 am",0,0,1.1,0,3.6
"Nov 12, 07:00 am",77.3264,39,0.6,70.342,2.6
"Nov 12, 08:00 am",300.206,152,2.2,58.229,4.6
"Nov 12, 09:00 am",529.961,284,2.8,45.9726,5.2
"Nov 12, 10:00 am",693.512,389,3.9,35.6659,5.7
"Nov 12, 11:00 am",624.457,380,5,29.4663,5.2
"Nov 12, 12:00 pm",595.678,365,6.7,30.0432,5.2
"Nov 12, 01:00 pm",379.463,276,8.3,37.0808,6.2
"Nov 12, 02:00 pm",337.931,241,9.4,47.7994,5.7
"Nov 12, 03:00 pm",112.848,95,8.9,60.2482,6.2
"Nov 12, 04:00 pm",18.2566,19,7.2,72.2605,4.1
"Nov 12, 05:00 pm",0,0,6.7,0,5.7
"Nov 12, 06:00 pm",0,0,6.7,0,4.1
"Nov 12, 07:00 pm",0,0,8.3,0,6.2
"Nov 12, 08:00 pm",0,0,8.3,0,4.6
"Nov 12, 09:00 pm",0,0,8.3,0,6.7
"Nov 12, 10:00 pm",0,0,8.3,0,8.8
"Nov 12, 11:00 pm",0,0,7.2,0,6.2
"Nov 13, 12:00 am",0,0,5.6,0,5.2
"Nov 13, 01:00 am",0,0,6.1,0,4.6
"Nov 13, 02:00 am",0,0,6.1,0,3.6
"Nov 13, 03:00 am",0,0,5.6,0,3.1
"Nov 13, 04:00 am",0,0,5,0,4.6
"Nov 13, 05:00 am",0,0,6.7,0,9.3
"Nov 13, 06:00 am",0,0,6.1,0,7.7
"Nov 13, 07:00 am",7.81845,9,6.7,70.3121,7.2
"Nov 13, 08:00 am",25.0712,28,7.8,58.3732,8.2
"Nov 13, 09:00 am",127.694,129,8.9,46.1555,9.8
"Nov 13, 10:00 am",101.515,108,8.9,35.8959,10.3
"Nov 13, 11:00 am",100.538,106,10,29.7319,11.3
"Nov 13, 12:00 pm",114.01,120,8.9,30.286,13.4
"Nov 13, 01:00 pm",172.974,173,8.3,37.259,12.9
"Nov 13, 02:00 pm",161.673,158,7.8,47.9196,11.3
"Nov 13, 03:00 pm",90.4485,88,8.9,60.3256,12.9
"Nov 13, 04:00 pm",20.5073,22,7.2,72.1944,12.4
"Nov 13, 05:00 pm",0,0,6.7,0,9.8
"Nov 13, 06:00 pm",0,0,6.1,0,8.2
"Nov 13, 07:00 pm",0,0,6.1,0,6.7
"Nov 13, 08:00 pm",0,0,7.2,0,9.3
"Nov 13, 09:00 pm",0,0,7.8,0,9.3
"Nov 13, 10:00 pm",0,0,6.7,0,8.2
"Nov 13, 11:00 pm",0,0,7.2,0,7.7
"Nov 14, 12:00 am",0,0,5.6,0,6.7
"Nov 14, 01:00 am",0,0,5,0,5.7
"Nov 14, 02:00 am",0,0,5,0,6.2
"Nov 14, 03:00 am",0,0,5.6,0,5.7
"Nov 14, 04:00 am",0,0,6.7,0,7.2
"Nov 14, 05:00 am",0,0,8.9,0,10.3
"Nov 14, 06:00 am",0,0,8.9,0,8.8
"Nov 14, 07:00 am",86.4614,35,7.2,70.2849,6.7
"Nov 14, 08:00 am",304.585,149,9.4,58.5185,8.8
"Nov 14, 09:00 am",178.794,167,10,46.3385,10.8
"Nov 14, 10:00 am",173.097,172,10,36.1242,9.3
"Nov 14, 11:00 am",501.9,336,10,29.993,9.8
"Nov 14, 12:00 pm",274.382,234,10,30.5232,11.8
"Nov 14, 01:00 pm",551.472,335,10,37.432,11.8
"Nov 14, 02:00 pm",466.762,259,10,48.035,10.3
"Nov 14, 03:00 pm",290.008,145,10,60.3985,9.8
"Nov 14, 04:00 pm",67.0954,34,8.9,72.1279,8.8
"Nov 14, 05:00 pm",0,0,8.3,0,5.7
"Nov 14, 06:00 pm",0,0,6.7,0,2.6
"Nov 14, 07:00 pm",0,0,5,0,2.6
"Nov 14, 08:00 pm",0,0,5,0,3.6
"Nov 14, 09:00 pm",0,0,3.3,0,2.1
"Nov 14, 10:00 pm",0,0,4.4,0,2.1
"Nov 14, 11:00 pm",0,0,3.3,0,0
"Nov 15, 12:00 am",0,0,2.2,0,2.1
"Nov 15, 01:00 am",0,0,1.7,0,1.5
"Nov 15, 02:00 am",0,0,0.6,0,2.6
"Nov 15, 03:00 am",0,0,0,0,2.6
"Nov 15, 04:00 am",0,0,-0.6,0,2.6
"Nov 15, 05:00 am",0,0,-1.1,0,2.6
"Nov 15, 06:00 am",0,0,-0.6,0,2.6
"Nov 15, 07:00 am",98.4424,36,-0.6,70.2603,3.1
"Nov 15, 08:00 am",314.164,145,2.8,58.6649,3.1
"Nov 15, 09:00 am",476.719,249,4.4,46.5215,3.6
"Nov 15, 10:00 am",424.587,258,6.7,36.3505,3.6
"Nov 15, 11:00 am",720.513,406,8.3,30.2495,5.2
"Nov 15, 12:00 pm",633.532,385,10,30.7546,4.6
"Nov 15, 01:00 pm",669.253,369,11.1,37.5996,5.7
"Nov 15, 02:00 pm",535.218,282,11.7,48.1455,5.7
"Nov 15, 03:00 pm",286.047,145,11.7,60.4668,5.2
"Nov 15, 04:00 pm",80.1877,36,9.4,72.0612,4.6
"Nov 15, 05:00 pm",0,0,8.3,0,5.7
"Nov 15, 06:00 pm",0,0,7.8,0,4.6
"Nov 15, 07:00 pm",0,0,7.8,0,6.2
"Nov 15, 08:00 pm",0,0,7.2,0,3.6
"Nov 15, 09:00 pm",0,0,7.2,0,3.6
"Nov 15, 10:00 pm",0,0,9.4,0,3.6
"Nov 15, 11:00 pm",0,0,10,0,5.2
"Nov 16, 12:00 am",0,0,10.6,0,5.2
"Nov 16, 01:00 am",0,0,9.4,0,2.1
"Nov 16, 02:00 am",0,0,11.1,0,5.7
"Nov 16, 03:00 am",0,0,11.7,0,4.6
"Nov 16, 04:00 am",0,0,12.2,0,5.7
"Nov 16, 05:00 am",0,0,11.7,0,7.2
"Nov 16, 06:00 am",0,0,12.2,0,5.7
"Nov 16, 07:00 am",14.3312,16,13.3,70.2382,6.7
"Nov 16, 08:00 am",61.5566,64,14.4,58.8121,8.8
"Nov 16, 09:00 am",356.201,221,15.6,46.7043,8.8
"Nov 16, 10:00 am",141.9,144,16.7,36.5747,7.7
"Nov 16, 11:00 am",384.899,287,18.3,30.5015,6.7
"Nov 16, 12:00 pm",505.929,339,18.9,30.9803,6.7
"Nov 16, 01:00 pm",98.0372,105,17.2,37.7619,7.2
"Nov 16, 02:00 pm",102.156,92,17.2,48.251,7.2
"Nov 16, 03:00 pm",90.9615,74,17.2,60.5305,8.2
"Nov 16, 04:00 pm",29.1076,27,18.3,71.9942,7.7
"Nov 16, 05:00 pm",0,0,18.9,0,9.3
"Nov 16, 06:00 pm",0,0,11.7,0,13.9
"Nov 16, 07:00 pm",0,0,9.4,0,13.4
"Nov 16, 08:00 pm",0,0,8.3,0,13.9
"Nov 16, 09:00 pm",0,0,8.3,0,13.4
"Nov 16, 10:00 pm",0,0,7.8,0,13.9
"Nov 16, 11:00 pm",0,0,7.2,0,12.4
"Nov 17, 12:00 am",0,0,6.7,0,12.9
"Nov 17, 01:00 am",0,0,6.1,0,14.9
"Nov 17, 02:00 am",0,0,6.1,0,12.4
"Nov 17, 03:00 am",0,0,5.6,0,12.9
"Nov 17, 04:00 am",0,0,5.6,0,12.4
"Nov 17, 05:00 am",0,0,5,0,13.4
"Nov 17, 06:00 am",0,0,5.6,0,13.4
"Nov 17, 07:00 am",11.4705,10,5,70.2186,11.3
"Nov 17, 08:00 am",37.6907,42,4.4,58.9601,15.4
"Nov 17, 09:00 am",101.25,102,3.3,46.8868,11.8
"Nov 17, 10:00 am",195.563,190,3.3,36.7966,9.8
"Nov 17, 11:00 am",120.162,124,4.4,30.7486,12.4
"Nov 17, 12:00 pm",115.42,121,4.4,31.2,11.8
"Nov 17, 01:00 pm",173.76,172,5,37.9186,15.4
"Nov 17, 02:00 pm",140.793,140,5.6,48.3516,13.9
"Nov 17, 03:00 pm",86.8284,84,5,60.5895,13.9
"Nov 17, 04:00 pm",29.1785,28,5.6,71.927,14.4
"Nov 17, 05:00 pm",0,0,5.6,0,14.4
"Nov 17, 06:00 pm",0,0,5.6,0,12.9
"Nov 17, 07:00 pm",0,0,6.1,0,13.4
"Nov 17, 08:00 pm",0,0,6.1,0,11.3
"Nov 17, 09:00 pm",0,0,6.1,0,11.3
"Nov 17, 10:00 pm",0,0,5,0,10.3
"Nov 17, 11:00 pm",0,0,3.9,0,8.8
"Nov 18, 12:00 am",0,0,3.3,0,9.3
"Nov 18, 01:00 am",0,0,2.8,0,9.8
"Nov 18, 02:00 am",0,0,2.8,0,7.7
"Nov 18, 03:00 am",0,0,2.2,0,8.2
"Nov 18, 04:00 am",0,0,1.7,0,6.2
"Nov 18, 05:00 am",0,0,1.1,0,5.2
"Nov 18, 06:00 am",0,0,0.6,0,5.2
"Nov 18, 07:00 am",95.6405,33,1.1,70.2016,5.7
"Nov 18, 08:00 am",348.85,146,2.2,59.1088,6.2
"Nov 18, 09:00 am",543.613,281,3.3,47.0689,6.2
"Nov 18, 10:00 am",605.892,350,4.4,37.0162,6.2
"Nov 18, 11:00 am",670.803,396,4.4,30.9909,5.2
"Nov 18, 12:00 pm",745.283,420,5.6,31.4138,4.6
"Nov 18, 01:00 pm",649.504,364,5,38.0698,5.2
"Nov 18, 02:00 pm",499.276,262,5,48.4471,5.2
