Location,TVA,,,,
Address,"1709 Alcoa Highway, Knoxville TN",,,,
Long. Lat,35.942,-83.952,,,
Opt. tilt,30.75 deg,accurate to 0.25 deg,,,
Opt. azimuth,179.75 deg,accurate to 0.25 deg,,,
,,,,,
,Plane of array irradiance | (W/m2),Global horizontal irradiance | (W/m2),Ambient temperature | (C),Angle of incidence | (deg),Wind speed | (m/s)
"Jan 19, 01:00 pm",719.169,458,1.5,27.633,2.6
"Jan 19, 02:00 pm",602.172,392,2.9,36.0188,3.1
"Jan 19, 03:00 pm",184.486,159,4.4,47.575,3.6
"Jan 19, 04:00 pm",84.5005,75,4,60.4842,3.3
"Jan 19, 05:00 pm",28.124,20,3.7,72.1414,2.9
"Jan 19, 06:00 pm",0,0,3.3,0,2.6
"Jan 19, 07:00 pm",0,0,2.9,0,2.6
"Jan 19, 08:00 pm",0,0,2.6,0,2.6
"Jan 19, 09:00 pm",0,0,2.2,0,2.6
"Jan 19, 10:00 pm",0,0,1.7,0,2.2
"Jan 19, 11:00 pm",0,0,1.1,0,1.9
"Jan 20, 12:00 am",0,0,0.6,0,1.5
"Jan 20, 01:00 am",0,0,1,0,2.7
"Jan 20, 02:00 am",0,0,1.3,0,4
"Jan 20, 03:00 am",0,0,1.7,0,5.2
"Jan 20, 04:00 am",0,0,1.7,0,5
"Jan 20, 05:00 am",0,0,1.7,0,4.8
"Jan 20, 06:00 am",0,0,1.7,0,4.6
"Jan 20, 07:00 am",0,0,0.8,75.6248,4.8
"Jan 20, 08:00 am",43.5628,44,-0.2,67.6856,5
"Jan 20, 09:00 am",96.8479,99,-1.1,54.3848,5.2
"Jan 20, 10:00 am",151.12,155,-0.9,41.9251,4.8
"Jan 20, 11:00 am",188.11,192,-0.8,31.4456,4.5
"Jan 20, 12:00 pm",255.267,253,-0.6,25.5565,4.1
"Jan 20, 01:00 pm",223.963,226,-0.2,27.4111,4.1
"Jan 20, 02:00 pm",204.265,205,0.2,35.8244,4.1
"Jan 20, 03:00 pm",158.162,159,0.6,47.4138,4.1
"Jan 20, 04:00 pm",80.601,82,0.4,60.3506,3.6
"Jan 20, 05:00 pm",22.8626,24,0.2,72.1466,3.1
"Jan 20, 06:00 pm",0,0,0,0,2.6
"Jan 20, 07:00 pm",0,0,0,0,2.9
"Jan 20, 08:00 pm",0,0,0,0,3.3
"Jan 20, 09:00 pm",0,0,0,0,3.6
"Jan 20, 10:00 pm",0,0,-0.2,0,3.6
"Jan 20, 11:00 pm",0,0,-0.4,0,3.6
"Jan 21, 12:00 am",0,0,-0.6,0,3.6
"Jan 21, 01:00 am",0,0,-0.6,0,3.8
"Jan 21, 02:00 am",0,0,-0.6,0,3.9
"Jan 21, 03:00 am",0,0,-0.6,0,4.1
"Jan 21, 04:00 am",0,0,-1.1,0,4.5
"Jan 21, 05:00 am",0,0,-1.7,0,4.8
"Jan 21, 06:00 am",0,0,-2.2,0,5.2
"Jan 21, 07:00 am",18.2261,12,-1.5,75.7079,5.9
"Jan 21, 08:00 am",238.801,93,-0.7,67.6992,6.5
"Jan 21, 09:00 am",462.109,248,0,54.3671,7.2
"Jan 21, 10:00 am",617.758,380,1.3,41.8638,7
"Jan 21, 11:00 am",390.257,307,2.6,31.3194,6.9
"Jan 21, 12:00 pm",271.022,267,3.9,25.3536,6.7
"Jan 21, 01:00 pm",361.373,283,4.6,27.1847,6.5
"Jan 21, 02:00 pm",532.525,376,5.4,35.6282,6.4
"Jan 21, 03:00 pm",658.465,377,6.1,47.2526,6.2
"Jan 21, 04:00 pm",248.616,136,4.4,60.218,5
"Jan 21, 05:00 pm",93.9849,45,2.8,72.1544,3.8
"Jan 21, 06:00 pm",0,0,1.1,0,2.6
"Jan 21, 07:00 pm",0,0,1.1,0,3.5
"Jan 21, 08:00 pm",0,0,1.1,0,4.3
"Jan 21, 09:00 pm",0,0,1.1,0,5.2
"Jan 21, 10:00 pm",0,0,0,0,5.4
"Jan 21, 11:00 pm",0,0,-1.1,0,5.5
"Jan 22, 12:00 am",0,0,-2.2,0,5.7
"Jan 22, 01:00 am",0,0,-2.8,0,4.8
"Jan 22, 02:00 am",0,0,-3.3,0,4
"Jan 22, 03:00 am",0,0,-3.9,0,3.1
"Jan 22, 04:00 am",0,0,-4.8,0,2.9
"Jan 22, 05:00 am",0,0,-5.8,0,2.8
"Jan 22, 06:00 am",0,0,-6.7,0,2.6
"Jan 22, 07:00 am",10.5394,8,-5,75.7913,3.1
"Jan 22, 08:00 am",183.373,85,-3.4,67.709,3.6
"Jan 22, 09:00 am",434.443,244,-1.7,54.3451,4.1
"Jan 22, 10:00 am",469.944,308,-0.4,41.7978,4.5
"Jan 22, 11:00 am",505.566,342,0.9,31.1876,4.8
"Jan 22, 12:00 pm",463.056,340,2.2,25.1446,5.2
"Jan 22, 01:00 pm",539.813,355,3.3,26.9537,5.2
"Jan 22, 02:00 pm",691.73,432,4.5,35.4302,5.2
"Jan 22, 03:00 pm",642.748,365,5.6,47.0914,5.2
"Jan 22, 04:00 pm",398.962,194,4.1,60.0864,4.7
"Jan 22, 05:00 pm",117.73,45,2.6,72.1648,4.1
"Jan 22, 06:00 pm",0,0,1.1,0,3.6
"Jan 22, 07:00 pm",0,0,0,0,3.6
"Jan 22, 08:00 pm",0,0,-1.1,0,3.6
"Jan 22, 09:00 pm",0,0,-2.2,0,3.6
"Jan 22, 10:00 pm",0,0,-2,0,2.4
"Jan 22, 11:00 pm",0,0,-1.9,0,1.2
"Jan 23, 12:00 am",0,0,-1.7,0,0
"Jan 23, 01:00 am",0,0,-1.9,0,0.7
"Jan 23, 02:00 am",0,0,-2,0,1.4
"Jan 23, 03:00 am",0,0,-2.2,0,2.1
"Jan 23, 04:00 am",0,0,-2.8,0,1.9
"Jan 23, 05:00 am",0,0,-3.3,0,1.7
"Jan 23, 06:00 am",0,0,-3.9,0,1.5
"Jan 23, 07:00 am",7.62345,6,-2.2,75.8749,2.2
"Jan 23, 08:00 am",203.412,88,-0.6,67.715,2.9
"Jan 23, 09:00 am",477.612,260,1.1,54.319,3.6
"Jan 23, 10:00 am",693.609,414,4.8,41.7271,5.1
"Jan 23, 11:00 am",785.381,490,8.5,31.0504,6.7
"Jan 23, 12:00 pm",845.417,539,12.2,24.9294,8.2
"Jan 23, 01:00 pm",803.168,508,12.6,26.7184,8
"Jan 23, 02:00 pm",732.633,457,12.9,35.2307,7.9
"Jan 23, 03:00 pm",525.609,316,13.3,46.9304,7.7
"Jan 23, 04:00 pm",225.205,141,12.9,59.9559,7.7
"Jan 23, 05:00 pm",41.0884,34,12.6,72.1779,7.7
"Jan 23, 06:00 pm",0,0,12.2,0,7.7
"Jan 23, 07:00 pm",0,0,12,0,7.2
"Jan 23, 08:00 pm",0,0,11.9,0,6.7
"Jan 23, 09:00 pm",0,0,11.7,0,6.2
"Jan 23, 10:00 pm",0,0,11.5,0,6.5
"Jan 23, 11:00 pm",0,0,11.3,0,6.9
"Jan 24, 12:00 am",0,0,11.1,0,7.2
"Jan 24, 01:00 am",0,0,10.7,0,6.9
"Jan 24, 02:00 am",0,0,10.4,0,6.5
"Jan 24, 03:00 am",0,0,10,0,6.2
"Jan 24, 04:00 am",0,0,10.2,0,6.2
"Jan 24, 05:00 am",0,0,10.4,0,6.2
"Jan 24, 06:00 am",0,0,10.6,0,6.2
"Jan 24, 07:00 am",3.75959,3,11,75.9588,6
"Jan 24, 08:00 am",48.6106,48,11.3,67.7172,5.9
"Jan 24, 09:00 am",110.751,113,11.7,54.2886,5.7
"Jan 24, 10:00 am",254.5,243,11.7,41.6517,6
"Jan 24, 11:00 am",267.498,263,11.7,30.9079,6.4
"Jan 24, 12:00 pm",249.653,250,11.7,24.7082,6.7
"Jan 24, 01:00 pm",257.736,257,11.7,26.4789,5.7
"Jan 24, 02:00 pm",275.583,268,11.7,35.0299,4.6
"Jan 24, 03:00 pm",204.466,199,11.7,46.7697,3.6
"Jan 24, 04:00 pm",121.946,117,11.5,59.8267,2.4
"Jan 24, 05:00 pm",38.8527,36,11.3,72.1936,1.2
"Jan 24, 06:00 pm",0,0,11.1,0,0
"Jan 24, 07:00 pm",0,0,10.7,0,0.9
"Jan 24, 08:00 pm",0,0,10.4,0,1.7
"Jan 24, 09:00 pm",0,0,10,0,2.6
"Jan 24, 10:00 pm",0,0,10,0,2.6
"Jan 24, 11:00 pm",0,0,10,0,2.6
"Jan 25, 12:00 am",0,0,10,0,2.6
"Jan 25, 01:00 am",0,0,10,0,2.6
"Jan 25, 02:00 am",0,0,10,0,2.6
"Jan 25, 03:00 am",0,0,10,0,2.6
"Jan 25, 04:00 am",0,0,9.6,0,2.8
"Jan 25, 05:00 am",0,0,9.3,0,2.9
"Jan 25, 06:00 am",0,0,8.9,0,3.1
"Jan 25, 07:00 am",5.57822,6,9.3,76.0428,2.6
"Jan 25, 08:00 am",52.2827,52,9.6,67.7156,2
"Jan 25, 09:00 am",132.026,131,10,54.2542,1.5
"Jan 25, 10:00 am",227.626,197,12.2,41.5718,4.1
"Jan 25, 11:00 am",264.901,239,14.5,30.7602,6.7
"Jan 25, 12:00 pm",431.614,338,16.7,24.4811,9.3
"Jan 25, 01:00 pm",270.002,246,16.3,26.2353,7.9
"Jan 25, 02:00 pm",260.884,236,16,34.8278,6.6
"Jan 25, 03:00 pm",100.566,81,15.6,46.6095,5.2
"Jan 25, 04:00 pm",59.8085,64,15.8,59.6989,6.4
"Jan 25, 05:00 pm",22.5523,24,15.9,72.212,7.6
"Jan 25, 06:00 pm",0,0,16.1,0,8.8
"Jan 25, 07:00 pm",0,0,16.3,0,8.6
"Jan 25, 08:00 pm",0,0,16.5,0,8.4
"Jan 25, 09:00 pm",0,0,16.7,0,8.2
"Jan 25, 10:00 pm",0,0,15.4,0,7
"Jan 25, 11:00 pm",0,0,14.1,0,5.8
"Jan 26, 12:00 am",0,0,12.8,0,4.6
"Jan 26, 01:00 am",0,0,12.4,0,4.1
"Jan 26, 02:00 am",0,0,12.1,0,3.6
"Jan 26, 03:00 am",0,0,11.7,0,3.1
"Jan 26, 04:00 am",0,0,11.7,0,2.8
"Jan 26, 05:00 am",0,0,11.7,0,2.4
"Jan 26, 06:00 am",0,0,11.7,0,2.1
"Jan 26, 07:00 am",3.71881,4,11.7,76.1269,2.1
"Jan 26, 08:00 am",42.1102,44,11.7,67.7102,2.1
"Jan 26, 09:00 am",84.618,88,11.7,54.2156,2.1
"Jan 26, 10:00 am",191.638,190,11.9,41.4874,2.1
"Jan 26, 11:00 am",249.807,248,12,30.6072,2.1
"Jan 26, 12:00 pm",264.531,264,12.2,24.2481,2.1
"Jan 26, 01:00 pm",297.643,292,12.6,25.9877,2.1
"Jan 26, 02:00 pm",266.765,261,12.9,34.6248,2.1
"Jan 26, 03:00 pm",121.165,127,13.3,46.45,2.1
"Jan 26, 04:00 pm",114.865,112,10.7,59.5726,2.4
"Jan 26, 05:00 pm",35.3752,34,8.2,72.2331,2.8
"Jan 26, 06:00 pm",0,0,5.6,0,3.1
"Jan 26, 07:00 pm",0,0,4.7,0,4.5
"Jan 26, 08:00 pm",0,0,3.7,0,5.8
"Jan 26, 09:00 pm",0,0,2.8,0,7.2
"Jan 26, 10:00 pm",0,0,2.6,0,6.3
"Jan 26, 11:00 pm",0,0,2.4,0,5.5
"Jan 27, 12:00 am",0,0,2.2,0,4.6
"Jan 27, 01:00 am",0,0,2.2,0,4.4
"Jan 27, 02:00 am",0,0,2.2,0,4.3
"Jan 27, 03:00 am",0,0,2.2,0,4.1
"Jan 27, 04:00 am",0,0,2,0,4.1
"Jan 27, 05:00 am",0,0,1.9,0,4.1
"Jan 27, 06:00 am",0,0,1.7,0,4.1
"Jan 27, 07:00 am",6.50792,7,1.5,76.2112,4.3
"Jan 27, 08:00 am",56.786,56,1.3,67.7009,4.4
"Jan 27, 09:00 am",75.8573,81,1.1,54.173,4.6
"Jan 27, 10:00 am",238.729,233,1.1,41.3986,4.3
"Jan 27, 11:00 am",256.867,255,1.1,30.4492,3.9
"Jan 27, 12:00 pm",277.837,277,1.1,24.0094,3.6
"Jan 27, 01:00 pm",271.853,271,1.1,25.7363,3.8
"Jan 27, 02:00 pm",234.743,235,1.1,34.4208,3.9
"Jan 27, 03:00 pm",196.673,194,1.1,46.2912,4.1
"Jan 27, 04:00 pm",91.2783,90,0.7,59.4479,3.6
"Jan 27, 05:00 pm",25.846,24,0.4,72.2569,3.1
"Jan 27, 06:00 pm",0,0,0,0,2.6
"Jan 27, 07:00 pm",0,0,-0.7,0,2.8
"Jan 27, 08:00 pm",0,0,-1.5,0,2.9
"Jan 27, 09:00 pm",0,0,-2.2,0,3.1
"Jan 27, 10:00 pm",0,0,-2.8,0,2.8
"Jan 27, 11:00 pm",0,0,-3.3,0,2.4
"Jan 28, 12:00 am",0,0,-3.9,0,2.1
"Jan 28, 01:00 am",0,0,-4.3,0,1.4
"Jan 28, 02:00 am",0,0,-4.6,0,0.7
"Jan 28, 03:00 am",0,0,-5,0,0
"Jan 28, 04:00 am",0,0,-5.6,0,0
"Jan 28, 05:00 am",0,0,-6.1,0,0
"Jan 28, 06:00 am",0,0,-6.7,0,0
"Jan 28, 07:00 am",10.5355,9,-5.6,76.2954,0.7
"Jan 28, 08:00 am",205.374,95,-4.4,67.6879,1.4
"Jan 28, 09:00 am",474.937,267,-3.3,54.1264,2.1
"Jan 28, 10:00 am",706.213,432,-1.5,41.3055,2.6
"Jan 28, 11:00 am",862.382,547,0.4,30.2863,3.1
"Jan 28, 12:00 pm",933.411,600,2.2,23.7649,3.6
"Jan 28, 01:00 pm",891.64,570,3.1,25.4812,3.9
"Jan 28, 02:00 pm",770.098,487,4.1,34.2162,4.3
"Jan 28, 03:00 pm",573.067,351,5,46.1334,4.6
"Jan 28, 04:00 pm",286.859,163,4.1,59.325,4.3
"Jan 28, 05:00 pm",38.196,28,3.1,72.2835,3.9
"Jan 28, 06:00 pm",0,0,2.2,0,3.6
"Jan 28, 07:00 pm",0,0,2.8,0,3.9
"Jan 28, 08:00 pm",0,0,3.3,0,4.3
"Jan 28, 09:00 pm",0,0,3.9,0,4.6
"Jan 28, 10:00 pm",0,0,4.1,0,5.1
"Jan 28, 11:00 pm",0,0,4.2,0,5.7
"Jan 29, 12:00 am",0,0,4.4,0,6.2
"Jan 29, 01:00 am",0,0,3.7,0,5.5
"Jan 29, 02:00 am",0,0,2.9,0,4.8
"Jan 29, 03:00 am",0,0,2.2,0,4.1
"Jan 29, 04:00 am",0,0,1.7,0,4.1
"Jan 29, 05:00 am",0,0,1.1,0,4.1
"Jan 29, 06:00 am",0,0,0.6,0,4.1
"Jan 29, 07:00 am",13.5726,10,1.5,76.3796,4.1
"Jan 29, 08:00 am",106.133,74,2.4,67.6712,4.1
"Jan 29, 09:00 am",108.718,100,3.3,54.0758,4.1
"Jan 29, 10:00 am",146.945,151,5.2,41.2081,5.1
"Jan 29, 11:00 am",295.646,263,7,30.1185,6.2
"Jan 29, 12:00 pm",491.664,368,8.9,23.5148,7.2
"Jan 29, 01:00 pm",382.154,312,8.5,25.2227,7
"Jan 29, 02:00 pm",449.605,354,8.2,34.0112,6.9
"Jan 29, 03:00 pm",427.96,300,7.8,45.9767,6.7
"Jan 29, 04:00 pm",234.388,154,6.3,59.2038,5.7
"Jan 29, 05:00 pm",119.336,52,4.8,72.3129,4.6
"Jan 29, 06:00 pm",0,0,3.3,0,3.6
"Jan 29, 07:00 pm",0,0,2.6,0,3.1
"Jan 29, 08:00 pm",0,0,1.8,0,2.6
"Jan 29, 09:00 pm",0,0,1.1,0,2.1
"Jan 29, 10:00 pm",0,0,0.5,0,2.3
"Jan 29, 11:00 pm",0,0,0,0,2.4
"Jan 30, 12:00 am",0,0,-0.6,0,2.6
"Jan 30, 01:00 am",0,0,-1,0,2.8
"Jan 30, 02:00 am",0,0,-1.3,0,2.9
"Jan 30, 03:00 am",0,0,-1.7,0,3.1
"Jan 30, 04:00 am",0,0,-1.5,0,3.1
"Jan 30, 05:00 am",0,0,-1.3,0,3.1
"Jan 30, 06:00 am",0,0,-1.1,0,3.1
"Jan 30, 07:00 am",8.3935,7,0.6,76.4637,3.3
"Jan 30, 08:00 am",207.548,98,2.2,67.6507,3.4
"Jan 30, 09:00 am",480.917,274,3.9,54.0214,3.6
"Jan 30, 10:00 am",718.895,447,6.1,41.1066,5.5
"Jan 30, 11:00 am",759.642,510,8.4,29.9459,7.4
"Jan 30, 12:00 pm",668.82,455,10.6,23.2593,9.3
"Jan 30, 01:00 pm",718.572,475,10,24.9607,8.4
"Jan 30, 02:00 pm",804.822,523,9.5,33.8058,7.6
"Jan 30, 03:00 pm",361.102,251,8.9,45.8212,6.7
"Jan 30, 04:00 pm",168.044,116,7.8,59.0847,5.2
"Jan 30, 05:00 pm",40.8968,29,6.7,72.345,3.6
"Jan 30, 06:00 pm",0,0,5.6,0,2.1
"Jan 30, 07:00 pm",0,0,4.5,0,2.3
"Jan 30, 08:00 pm",0,0,3.3,0,2.4
"Jan 30, 09:00 pm",0,0,2.2,0,2.6
"Jan 30, 10:00 pm",0,0,1.3,0,2.6
"Jan 30, 11:00 pm",0,0,0.3,0,2.6
"Jan 31, 12:00 am",0,0,-0.6,0,2.6
"Jan 31, 01:00 am",0,0,-1.3,0,2.4
"Jan 31, 02:00 am",0,0,-2.1,0,2.3
"Jan 31, 03:00 am",0,0,-2.8,0,2.1
"Jan 31, 04:00 am",0,0,-3,0,2.4
"Jan 31, 05:00 am",0,0,-3.1,0,2.8
"Jan 31, 06:00 am",0,0,-3.3,0,3.1
"Jan 31, 07:00 am",9.06608,9,-2,76.5477,2.1
"Jan 31, 08:00 am",118.404,80,-0.7,67.6264,1
"Jan 31, 09:00 am",400.173,250,0.6,53.9631,0
"Jan 31, 10:00 am",400.085,311,2.8,41.001,0.7
"Jan 31, 11:00 am",495.938,369,5,29.7687,1.4
"Jan 31, 12:00 pm",299.992,295,7.2,22.9982,2.1
"Jan 31, 01:00 pm",251.505,253,7.8,24.6956,1.9
"Jan 31, 02:00 pm",202.125,203,8.3,33.6003,1.7
"Jan 31, 03:00 pm",160.96,163,8.9,45.6671,1.5
"Jan 31, 04:00 pm",88.0517,90,8.2,58.9675,1.7
"Jan 31, 05:00 pm",25.396,27,7.4,72.38,1.9
"Jan 31, 06:00 pm",0,0,6.7,0,2.1
"Jan 31, 07:00 pm",0,0,6.3,0,1.4
"Jan 31, 08:00 pm",0,0,6,0,0.7
"Jan 31, 09:00 pm",0,0,5.5,0,1
"Jan 31, 10:00 pm",0,0,5.1,0,1.4
"Jan 31, 11:00 pm",0,0,4.6,0,1.7
"Feb 1, 12:00 am",0,0,4.2,0,2.1
"Feb 1, 01:00 am",0,0,3.7,0,2.4
"Feb 1, 02:00 am",0,0,3.3,0,2.8
"Feb 1, 03:00 am",0,0,2.8,0,3.1
"Feb 1, 04:00 am",0,0,2.8,0,3.1
"Feb 1, 05:00 am",0,0,2.2,0,4.1
"Feb 1, 06:00 am",0,0,2.2,0,4.1
"Feb 1, 07:00 am",4.64852,5,1.7,76.6981,4.6
"Feb 1, 08:00 am",35.5616,39,1.7,67.5686,3.1
"Feb 1, 09:00 am",81.5302,87,2.2,53.8431,2.6
"Feb 1, 10:00 am",139.787,147,2.2,40.7948,4.1
"Feb 1, 11:00 am",160.151,169,2.2,29.4318,4.6
"Feb 1, 12:00 pm",172.832,182,2.2,22.5088,3.6
"Feb 1, 01:00 pm",170.819,180,1.7,24.2075,3.6
"Feb 1, 02:00 pm",151.541,160,2.2,33.2302,2.6
"Feb 1, 03:00 pm",107.537,116,1.7,45.3947,4.1
"Feb 1, 04:00 pm",115.661,116,1.1,58.7643,3.1
"Feb 1, 05:00 pm",18.0347,20,1.1,72.4529,3.6
"Feb 1, 06:00 pm",0,0,0.6,0,3.6
"Feb 1, 07:00 pm",0,0,0.6,0,2.1
"Feb 1, 08:00 pm",0,0,0,0,4.1
"Feb 1, 09:00 pm",0,0,-0.6,0,4.1
"Feb 1, 10:00 pm",0,0,-0.6,0,3.1
"Feb 1, 11:00 pm",0,0,-0.6,0,3.1
"Feb 2, 12:00 am",0,0,-0.6,0,3.1
"Feb 2, 01:00 am",0,0,-0.6,0,2.6
"Feb 2, 02:00 am",0,0,-0.6,0,2.6
"Feb 2, 03:00 am",0,0,0,0,2.6
"Feb 2, 04:00 am",0,0,0,0,2.6
"Feb 2, 05:00 am",0,0,0,0,3.6
"Feb 2, 06:00 am",0,0,0,0,4.1
"Feb 2, 07:00 am",9.29703,10,0,76.7816,0
"Feb 2, 08:00 am",42.3331,45,0,67.5341,1
"Feb 2, 09:00 am",88.1059,94,0,53.7744,3.1
"Feb 2, 10:00 am",132.03,140,0,40.6783,1
"Feb 2, 11:00 am",156.915,165,0.6,29.2422,2.6
"Feb 2, 12:00 pm",172.692,182,1.1,22.233,3.6
"Feb 2, 01:00 pm",181.185,191,-0.6,23.9342,6.2
"Feb 2, 02:00 pm",167.048,175,-1.1,33.0254,5.2
"Feb 2, 03:00 pm",221.152,218,-1.7,45.2452,5.7
"Feb 2, 04:00 pm",133.626,131,-2.2,58.6534,3.6
"Feb 2, 05:00 pm",45.1955,43,-2.8,72.4959,3.6
"Feb 2, 06:00 pm",0,0,-3.3,0,4.1
"Feb 2, 07:00 pm",0,0,-4.4,0,4.1
"Feb 2, 08:00 pm",0,0,-4.4,0,4.1
"Feb 2, 09:00 pm",0,0,-6.1,0,3.6
"Feb 2, 10:00 pm",0,0,-6.1,0,3.6
"Feb 2, 11:00 pm",0,0,-6.7,0,3.6
"Feb 3, 12:00 am",0,0,-6.7,0,4.1
"Feb 3, 01:00 am",0,0,-7.2,0,4.1
"Feb 3, 02:00 am",0,0,-7.2,0,4.1
"Feb 3, 03:00 am",0,0,-7.2,0,5.2
"Feb 3, 04:00 am",0,0,-7.2,0,3.6
"Feb 3, 05:00 am",0,0,-6.7,0,4.1
"Feb 3, 06:00 am",0,0,-7.2,0,3.6
"Feb 3, 07:00 am",9.29703,10,-7.2,76.8648,2.6
"Feb 3, 08:00 am",70.504,70,-6.7,67.4961,2.6
"Feb 3, 09:00 am",164.751,162,-6.1,53.7021,3.6
"Feb 3, 10:00 am",254.028,249,-5.6,40.5581,5.2
"Feb 3, 11:00 am",303.636,299,-4.4,29.0484,2.6
"Feb 3, 12:00 pm",322.494,319,-3.3,21.9521,3.6
"Feb 3, 01:00 pm",292.84,292,-2.2,23.6583,3.6
"Feb 3, 02:00 pm",286.514,283,-2.2,32.8212,2.6
"Feb 3, 03:00 pm",197.558,197,-1.7,45.0977,4.1
"Feb 3, 04:00 pm",133.033,132,-1.7,58.5449,4.1
"Feb 3, 05:00 pm",46.2542,44,-2.2,72.4479,2.1
"Feb 3, 06:00 pm",0,0,-2.8,79.2957,3.6
"Feb 3, 07:00 pm",0,0,-2.8,0,3.1
"Feb 3, 08:00 pm",0,0,-2.8,0,3.6
"Feb 3, 09:00 pm",0,0,-3.3,0,3.6
"Feb 3, 10:00 pm",0,0,-3.3,0,3.1
"Feb 3, 11:00 pm",0,0,-2.8,0,2.6
"Feb 4, 12:00 am",0,0,-2.8,0,2.6
"Feb 4, 01:00 am",0,0,-3.3,0,2.6
"Feb 4, 02:00 am",0,0,-3.9,0,2.1
"Feb 4, 03:00 am",0,0,-5,0,2.6
"Feb 4, 04:00 am",0,0,-5,0,2.6
"Feb 4, 05:00 am",0,0,-5,0,2.1
"Feb 4, 06:00 am",0,0,-4.4,0,2.6
"Feb 4, 07:00 am",9.29703,10,-3.3,76.9479,0
"Feb 4, 08:00 am",73.4212,72,-3.3,67.4545,3.1
"Feb 4, 09:00 am",201.125,162,-1.1,53.6263,3.6
"Feb 4, 10:00 am",733.987,464,1.1,40.4343,4.6
"Feb 4, 11:00 am",890.287,581,3.3,28.8506,3.1
"Feb 4, 12:00 pm",691.368,477,4.4,21.6662,2.6
"Feb 4, 01:00 pm",898.027,594,5,23.38,2.6
"Feb 4, 02:00 pm",848.6,550,6.7,32.6178,3.6
"Feb 4, 03:00 pm",652.091,400,7.2,44.9521,3.1
"Feb 4, 04:00 pm",425.953,236,6.7,58.439,3.1
"Feb 4, 05:00 pm",149.926,61,5.6,72.3738,3.6
"Feb 4, 06:00 pm",0,0,2.8,79.3724,2.1
"Feb 4, 07:00 pm",0,0,1.7,0,3.1
"Feb 4, 08:00 pm",0,0,0.6,0,0
"Feb 4, 09:00 pm",0,0,1.1,0,2.6
"Feb 4, 10:00 pm",0,0,0,0,0
"Feb 4, 11:00 pm",0,0,0.6,0,2.1
"Feb 5, 12:00 am",0,0,1.1,0,1.5
"Feb 5, 01:00 am",0,0,1.1,0,3.1
"Feb 5, 02:00 am",0,0,1.1,0,3.1
"Feb 5, 03:00 am",0,0,1.7,0,2.1
"Feb 5, 04:00 am",0,0,1.1,0,2.6
"Feb 5, 05:00 am",0,0,1.1,0,0
"Feb 5, 06:00 am",0,0,1.1,0,3.1
"Feb 5, 07:00 am",2.08384,2,1.1,77.0306,2.6
"Feb 5, 08:00 am",32.6253,34,1.1,67.4094,2.6
"Feb 5, 09:00 am",68.3118,73,1.7,53.547,4.6
"Feb 5, 10:00 am",108.113,115,2.2,40.307,2.6
"Feb 5, 11:00 am",134.43,141,2.8,28.6488,2.6
"Feb 5, 12:00 pm",271.751,274,3.3,21.3755,2.1
"Feb 5, 01:00 pm",246.383,252,3.9,23.0996,2.1
"Feb 5, 02:00 pm",139.573,149,3.3,32.4154,4.1
"Feb 5, 03:00 pm",132.968,139,3.3,44.8088,0
"Feb 5, 04:00 pm",79.8465,85,2.8,58.3356,2.1
"Feb 5, 05:00 pm",21.6551,24,2.8,72.3023,2.6
"Feb 5, 06:00 pm",1.85941,2,2.8,79.4512,0
"Feb 5, 07:00 pm",0,0,2.8,0,2.1
"Feb 5, 08:00 pm",0,0,2.8,0,1.5
"Feb 5, 09:00 pm",0,0,2.8,0,0
"Feb 5, 10:00 pm",0,0,2.8,0,2.1
"Feb 5, 11:00 pm",0,0,2.8,0,2.6
"Feb 6, 12:00 am",0,0,3.3,0,3.1
"Feb 6, 01:00 am",0,0,3.3,0,3.1
"Feb 6, 02:00 am",0,0,3.3,0,2.6
"Feb 6, 03:00 am",0,0,3.3,0,3.6
"Feb 6, 04:00 am",0,0,3.3,0,5.2
"Feb 6, 05:00 am",0,0,3.3,0,3.6
"Feb 6, 06:00 am",0,0,3.3,0,3.1
"Feb 6, 07:00 am",9.91285,12,3.3,77.1129,2.6
"Feb 6, 08:00 am",84.1798,81,2.8,67.3609,4.6
"Feb 6, 09:00 am",161.98,161,2.2,53.4645,2.6
"Feb 6, 10:00 am",256.872,254,2.2,40.1764,4.1
"Feb 6, 11:00 am",287.233,286,2.2,28.4433,3.6
"Feb 6, 12:00 pm",300.113,301,2.8,21.08,4.1
"Feb 6, 01:00 pm",340.538,335,2.8,22.8171,5.2
"Feb 6, 02:00 pm",275.514,275,2.8,32.2142,3.6
"Feb 6, 03:00 pm",237.469,234,2.2,44.6678,3.1
"Feb 6, 04:00 pm",139.685,139,2.2,58.2349,3.1
"Feb 6, 05:00 pm",41.6318,42,1.1,72.2335,3.6
"Feb 6, 06:00 pm",1.85941,2,0.6,79.5319,3.1
"Feb 6, 07:00 pm",0,0,0,0,0
"Feb 6, 08:00 pm",0,0,-0.6,0,2.1
"Feb 6, 09:00 pm",0,0,-1.1,0,0
"Feb 6, 10:00 pm",0,0,-1.7,0,0
"Feb 6, 11:00 pm",0,0,-2.2,0,0
"Feb 7, 12:00 am",0,0,-2.8,0,0
"Feb 7, 01:00 am",0,0,-3.3,0,0
"Feb 7, 02:00 am",0,0,-4.4,0,0
"Feb 7, 03:00 am",0,0,-4.4,0,3.1
"Feb 7, 04:00 am",0,0,-5,0,3.1
