Location,UMMC,,,,
Address,Jackson MS Int Airport,,,,
Opt. tilt,29.25 deg,accurate to 0.25 deg,,,
Opt. azimuth,180.75 deg,accurate to 0.25 deg,,,
,,,,,
,Plane of array irradiance | (W/m2),Global horizontal irradiance | (W/m2),Ambient temperature | (C),Angle of incidence | (deg),Wind speed | (m/s)
"Mar 15, 08:00 pm",0,0,12.8,0,2.6
"Mar 15, 09:00 pm",0,0,12.8,0,4.1
"Mar 15, 10:00 pm",0,0,12.8,0,4.1
"Mar 15, 11:00 pm",0,0,12.2,0,3.1
"Mar 16, 12:00 am",0,0,11.7,0,4.1
"Mar 16, 01:00 am",0,0,12.2,0,3.1
"Mar 16, 02:00 am",0,0,11.7,0,2.1
"Mar 16, 03:00 am",0,0,11.7,0,2.6
"Mar 16, 04:00 am",0,0,11.7,0,4.6
"Mar 16, 05:00 am",0,0,11.7,0,5.2
"Mar 16, 06:00 am",41.6126,40,11.7,83.4509,4.6
"Mar 16, 07:00 am",86.1894,93,12.2,70.2162,5.2
"Mar 16, 08:00 am",182.416,191,12.2,55.2832,7.2
"Mar 16, 09:00 am",255.209,266,12.8,40.3689,5.7
"Mar 16, 10:00 am",347.734,359,12.8,25.5382,3.1
"Mar 16, 11:00 am",224.115,237,11.7,11.1456,4.6
"Mar 16, 12:00 pm",215.314,228,11.7,6.76448,5.2
"Mar 16, 01:00 pm",193.689,205,11.1,20.4155,4.6
"Mar 16, 02:00 pm",338.905,349,11.7,35.1758,5.2
"Mar 16, 03:00 pm",234.188,245,11.7,50.0716,4.6
"Mar 16, 04:00 pm",86.8716,94,10.6,65.0025,0
"Mar 16, 05:00 pm",50.9533,54,10.6,79.9048,2.6
"Mar 16, 06:00 pm",2.80874,3,10,87.6958,3.6
"Mar 16, 07:00 pm",0,0,10,0,3.6
"Mar 16, 08:00 pm",0,0,10,0,0
"Mar 16, 09:00 pm",0,0,8.9,0,0
"Mar 16, 10:00 pm",0,0,7.2,0,0
"Mar 16, 11:00 pm",0,0,6.1,0,0
"Mar 17, 12:00 am",0,0,6.1,0,0
"Mar 17, 01:00 am",0,0,7.8,0,0
"Mar 17, 02:00 am",0,0,7.2,0,2.1
"Mar 17, 03:00 am",0,0,7.8,0,2.1
"Mar 17, 04:00 am",0,0,7.2,0,0
"Mar 17, 05:00 am",0,0,6.7,0,0
"Mar 17, 06:00 am",44.0961,42,6.7,83.5208,1.5
"Mar 17, 07:00 am",276.858,224,10.6,70.1193,2.6
"Mar 17, 08:00 am",548.108,449,14.4,55.1791,2.6
"Mar 17, 09:00 am",782.172,645,16.1,40.2532,3.1
"Mar 17, 10:00 am",896.364,742,16.7,25.3975,2.6
"Mar 17, 11:00 am",982.654,816,17.2,10.9189,5.2
"Mar 17, 12:00 pm",993.191,821,17.8,6.55142,4.1
"Mar 17, 01:00 pm",984.135,815,18.3,20.399,4.6
"Mar 17, 02:00 pm",840.254,687,18.3,35.1968,5.2
"Mar 17, 03:00 pm",617.687,505,18.3,50.1079,3.1
"Mar 17, 04:00 pm",270.617,226,17.8,65.0469,5.2
"Mar 17, 05:00 pm",110.724,85,16.7,79.9554,2.6
"Mar 17, 06:00 pm",2.28604,4,10,87.8454,0
"Mar 17, 07:00 pm",0,0,8.9,0,0
"Mar 17, 08:00 pm",0,0,7.2,0,0
"Mar 17, 09:00 pm",0,0,7.2,0,0
"Mar 17, 10:00 pm",0,0,6.7,0,0
"Mar 17, 11:00 pm",0,0,6.7,0,0
"Mar 18, 12:00 am",0,0,5.6,0,0
"Mar 18, 01:00 am",0,0,6.1,0,2.1
"Mar 18, 02:00 am",0,0,5.6,0,0
"Mar 18, 03:00 am",0,0,5,0,0
"Mar 18, 04:00 am",0,0,5,0,0
"Mar 18, 05:00 am",0,0,4.4,0,0
"Mar 18, 06:00 am",54.5134,51,6.7,83.5906,2.1
"Mar 18, 07:00 am",243.268,203,11.7,70.0225,4.6
"Mar 18, 08:00 am",527.952,440,15.6,55.0761,4.1
"Mar 18, 09:00 am",614.224,512,17.8,40.1396,3.1
"Mar 18, 10:00 am",906.117,750,21.1,25.2611,3.1
"Mar 18, 11:00 am",1001.5,827,21.7,10.7015,3.1
"Mar 18, 12:00 pm",1042.55,863,22.8,6.35712,4.1
"Mar 18, 01:00 pm",940.861,778,23.9,20.3908,2.1
"Mar 18, 02:00 pm",861.701,710,23.9,35.2227,3.1
"Mar 18, 03:00 pm",621.207,509,23.9,50.1473,2.1
"Mar 18, 04:00 pm",157.905,147,22.2,65.0934,1.5
"Mar 18, 05:00 pm",64.1426,59,20.6,80.0072,0
"Mar 18, 06:00 pm",1.97745,3,15,87.9952,2.1
"Mar 18, 07:00 pm",0,0,14.4,0,3.1
"Mar 18, 08:00 pm",0,0,12.8,0,3.1
"Mar 18, 09:00 pm",0,0,14.4,0,3.1
"Mar 18, 10:00 pm",0,0,13.3,0,3.6
"Mar 18, 11:00 pm",0,0,13.3,0,5.2
"Mar 19, 12:00 am",0,0,12.2,0,3.1
"Mar 19, 01:00 am",0,0,9.4,0,3.1
"Mar 19, 02:00 am",0,0,8.9,0,4.1
"Mar 19, 03:00 am",0,0,10,0,3.6
"Mar 19, 04:00 am",0,0,11.1,0,3.1
"Mar 19, 05:00 am",0,0,12.8,0,2.6
"Mar 19, 06:00 am",51.0792,49,9.4,83.6602,8.2
"Mar 19, 07:00 am",228.231,193,10.6,69.9259,6.2
"Mar 19, 08:00 am",272.497,266,12.2,54.9742,7.7
"Mar 19, 09:00 am",575.369,496,12.8,40.0284,8.8
"Mar 19, 10:00 am",489.513,429,13.3,25.1294,7.2
"Mar 19, 11:00 am",436.391,420,13.3,10.4943,7.7
"Mar 19, 12:00 pm",968.272,804,12.8,6.18337,7.2
"Mar 19, 01:00 pm",999.931,829,12.8,20.3908,9.3
"Mar 19, 02:00 pm",809.095,670,12.8,35.2532,8.2
"Mar 19, 03:00 pm",638.857,527,12.2,50.1896,8.2
"Mar 19, 04:00 pm",379.023,309,11.1,65.1418,7.2
"Mar 19, 05:00 pm",115.122,92,10,80.0602,7.7
"Mar 19, 06:00 pm",3.71518,7,7.8,88.1449,5.7
"Mar 19, 07:00 pm",0,0,6.7,0,6.2
"Mar 19, 08:00 pm",0,0,6.7,0,6.2
"Mar 19, 09:00 pm",0,0,5.6,0,5.7
"Mar 19, 10:00 pm",0,0,5.6,0,6.2
"Mar 19, 11:00 pm",0,0,5.6,0,3.6
"Mar 20, 12:00 am",0,0,3.3,0,4.1
"Mar 20, 01:00 am",0,0,2.2,0,3.1
"Mar 20, 02:00 am",0,0,1.7,0,2.1
"Mar 20, 03:00 am",0,0,0,0,1.5
"Mar 20, 04:00 am",0,0,-1.1,0,0
"Mar 20, 05:00 am",0,0,-1.7,0,0
"Mar 20, 06:00 am",42.435,43,0.6,83.7296,1.5
"Mar 20, 07:00 am",248.095,214,5.6,69.8297,4.6
"Mar 20, 08:00 am",524.96,442,7.2,54.8734,5.7
"Mar 20, 09:00 am",776.751,651,8.3,39.9197,6.7
"Mar 20, 10:00 am",953.656,800,10.6,25.0024,6.2
"Mar 20, 11:00 am",1056.89,886,11.1,10.2978,5.2
"Mar 20, 12:00 pm",1072.48,897,12.2,6.03195,6.7
"Mar 20, 01:00 pm",996.237,833,13.3,20.3991,3.1
"Mar 20, 02:00 pm",840.654,699,13.3,35.2882,6.2
"Mar 20, 03:00 pm",610.804,509,13.9,50.235,4.6
"Mar 20, 04:00 pm",335.082,281,13.9,65.1921,3.1
"Mar 20, 05:00 pm",84.1829,73,11.7,80.1141,2.6
"Mar 20, 06:00 pm",2.83851,3,8.9,88.2945,2.6
"Mar 20, 07:00 pm",0,0,5.6,0,1.5
"Mar 20, 08:00 pm",0,0,4.4,0,0
"Mar 20, 09:00 pm",0,0,3.3,0,0
"Mar 20, 10:00 pm",0,0,1.7,0,0
"Mar 20, 11:00 pm",0,0,1.1,0,0
"Mar 21, 12:00 am",0,0,0.6,0,0
"Mar 21, 01:00 am",0,0,0,0,0
"Mar 21, 02:00 am",0,0,0,0,0
"Mar 21, 03:00 am",0,0,-0.6,0,0
"Mar 21, 04:00 am",0,0,-1.1,0,0
"Mar 21, 05:00 am",0,0,-1.1,0,0
"Mar 21, 06:00 am",52.3458,51,0.6,83.7989,0
"Mar 21, 07:00 am",286.708,243,5.6,69.7338,0
"Mar 21, 08:00 am",564.748,475,11.1,54.7741,4.1
"Mar 21, 09:00 am",808.832,678,13.3,39.8137,3.1
"Mar 21, 10:00 am",911.462,768,15.6,24.8804,3.6
"Mar 21, 11:00 am",874.554,734,17.2,10.113,4.6
"Mar 21, 12:00 pm",1017.22,851,19.4,5.90453,3.1
"Mar 21, 01:00 pm",944.526,793,20,20.4155,4.1
"Mar 21, 02:00 pm",856.962,718,21.1,35.3278,2.1
"Mar 21, 03:00 pm",627.096,523,21.1,50.2831,2.6
"Mar 21, 04:00 pm",300.797,261,21.1,65.2442,4.1
"Mar 21, 05:00 pm",87.7034,80,18.3,80.1689,3.1
"Mar 21, 06:00 pm",3.77215,4,13.9,88.444,3.6
"Mar 21, 07:00 pm",0,0,12.8,0,4.1
"Mar 21, 08:00 pm",0,0,11.7,0,3.6
"Mar 21, 09:00 pm",0,0,10.6,0,5.2
"Mar 21, 10:00 pm",0,0,9.4,0,4.1
"Mar 21, 11:00 pm",0,0,8.9,0,3.1
"Mar 22, 12:00 am",0,0,8.3,0,3.1
"Mar 22, 01:00 am",0,0,7.8,0,3.1
"Mar 22, 02:00 am",0,0,6.7,0,3.6
"Mar 22, 03:00 am",0,0,6.7,0,4.1
"Mar 22, 04:00 am",0,0,6.1,0,4.1
"Mar 22, 05:00 am",0,0,6.1,0,3.6
"Mar 22, 06:00 am",44.9619,45,7.8,83.868,4.6
"Mar 22, 07:00 am",239.611,210,10.6,69.6385,5.2
"Mar 22, 08:00 am",532.449,454,15,54.6761,7.2
"Mar 22, 09:00 am",751.678,637,16.7,39.7103,4.1
"Mar 22, 10:00 am",908.318,764,19.4,24.7636,5.2
"Mar 22, 11:00 am",1053.31,889,21.1,9.94049,6.2
"Mar 22, 12:00 pm",980.479,826,22.2,5.80264,3.6
"Mar 22, 01:00 pm",985.325,826,23.3,20.4399,6.2
"Mar 22, 02:00 pm",731.444,616,24.4,35.3717,4.1
"Mar 22, 03:00 pm",604.293,509,24.4,50.334,3.6
"Mar 22, 04:00 pm",309.671,269,23.3,65.2981,5.2
"Mar 22, 05:00 pm",80.1793,75,21.7,80.2246,4.1
"Mar 22, 06:00 pm",2.83329,3,18.3,88.5933,2.6
"Mar 22, 07:00 pm",0,0,16.1,0,3.6
"Mar 22, 08:00 pm",0,0,16.7,0,3.6
"Mar 22, 09:00 pm",0,0,13.3,0,3.1
"Mar 22, 10:00 pm",0,0,13.9,0,2.6
"Mar 22, 11:00 pm",0,0,13.3,0,3.1
"Mar 23, 12:00 am",0,0,12.8,0,2.6
"Mar 23, 01:00 am",0,0,11.1,0,2.6
"Mar 23, 02:00 am",0,0,11.1,0,2.6
"Mar 23, 03:00 am",0,0,11.1,0,3.1
"Mar 23, 04:00 am",0,0,9.4,0,2.1
"Mar 23, 05:00 am",0,0,9.4,0,2.1
"Mar 23, 06:00 am",45.5868,47,11.7,83.937,2.1
"Mar 23, 07:00 am",275.265,239,15.6,69.5438,2.6
"Mar 23, 08:00 am",541.149,463,18.3,54.5797,3.6
"Mar 23, 09:00 am",774.323,658,21.1,39.6098,2.1
"Mar 23, 10:00 am",884.601,747,23.3,24.652,1.5
"Mar 23, 11:00 am",927.549,792,23.9,9.78104,1.5
"Mar 23, 12:00 pm",571.691,508,24.4,5.72753,0
"Mar 23, 01:00 pm",535.748,479,24.4,20.4722,2.6
"Mar 23, 02:00 pm",647.468,560,24.4,35.4199,4.1
"Mar 23, 03:00 pm",330.829,309,24.4,50.3875,2.6
"Mar 23, 04:00 pm",130.628,133,23.9,65.3535,0
"Mar 23, 05:00 pm",78.9119,71,20.6,80.2811,2.6
"Mar 23, 06:00 pm",1.98224,3,16.7,88.7423,2.1
"Mar 23, 07:00 pm",0,0,14.4,0,2.1
"Mar 23, 08:00 pm",0,0,14.4,0,2.1
"Mar 23, 09:00 pm",0,0,13.3,0,3.1
"Mar 23, 10:00 pm",0,0,15.6,0,4.6
"Mar 23, 11:00 pm",0,0,13.9,0,3.6
"Mar 24, 12:00 am",0,0,12.2,0,2.6
"Mar 24, 01:00 am",0,0,11.1,0,3.6
"Mar 24, 02:00 am",0,0,11.1,0,2.6
"Mar 24, 03:00 am",0,0,10,0,3.6
"Mar 24, 04:00 am",0,0,10.6,0,2.1
"Mar 24, 05:00 am",0,0,10,0,1.5
"Mar 24, 06:00 am",21.9541,23,11.7,84.006,0
"Mar 24, 07:00 am",209.483,195,16.1,69.4498,3.1
"Mar 24, 08:00 am",413.525,364,19.4,54.4849,3.1
"Mar 24, 09:00 am",632.815,549,21.7,39.5122,3.6
"Mar 24, 10:00 am",773.933,660,22.2,24.5459,3.1
"Mar 24, 11:00 am",489.042,453,23.3,9.63538,0
"Mar 24, 12:00 pm",810.306,688,22.8,5.68014,4.1
"Mar 24, 01:00 pm",378.529,352,23.9,20.5122,2.1
"Mar 24, 02:00 pm",432.09,401,23.3,35.4723,5.2
"Mar 24, 03:00 pm",592.787,506,23.3,50.4436,4.6
"Mar 24, 04:00 pm",304.268,269,21.7,65.4104,5.2
"Mar 24, 05:00 pm",72.7605,72,18.9,80.3382,5.2
"Mar 24, 06:00 pm",3.88046,5,15.6,88.8911,5.2
"Mar 24, 07:00 pm",0,0,13.9,0,3.1
"Mar 24, 08:00 pm",0,0,12.8,0,5.2
"Mar 24, 09:00 pm",0,0,11.7,0,4.1
"Mar 24, 10:00 pm",0,0,10.6,0,5.2
"Mar 24, 11:00 pm",0,0,9.4,0,6.2
"Mar 25, 12:00 am",0,0,8.9,0,4.1
"Mar 25, 01:00 am",0,0,8.3,0,3.1
"Mar 25, 02:00 am",0,0,8.3,0,4.1
"Mar 25, 03:00 am",0,0,7.2,0,4.1
"Mar 25, 04:00 am",0,0,7.2,0,5.2
"Mar 25, 05:00 am",0,0,7.8,0,4.6
"Mar 25, 06:00 am",27.4308,30,8.3,84.0749,4.6
"Mar 25, 07:00 am",90.104,97,9.4,69.3566,4.6
"Mar 25, 08:00 am",224.964,237,10.6,54.3919,4.1
"Mar 25, 09:00 am",263.635,278,11.7,39.4177,4.6
"Mar 25, 10:00 am",874.76,747,14.4,24.4454,4.6
"Mar 25, 11:00 am",1024.05,871,16.1,9.50419,4.6
"Mar 25, 12:00 pm",1039.87,884,17.2,5.66099,3.1
"Mar 25, 01:00 pm",921.655,781,19.4,20.5599,3.1
"Mar 25, 02:00 pm",738.754,635,19.4,35.5287,3.6
"Mar 25, 03:00 pm",548.938,471,19.4,50.5021,4.6
"Mar 25, 04:00 pm",173.958,169,18.3,65.4688,4.1
"Mar 25, 05:00 pm",31.6193,34,13.3,80.3959,6.2
"Mar 25, 06:00 pm",4.68124,5,11.7,89.0395,6.2
"Mar 25, 07:00 pm",0,0,9.4,0,5.2
"Mar 25, 08:00 pm",0,0,8.9,0,4.1
"Mar 25, 09:00 pm",0,0,8.3,0,3.1
"Mar 25, 10:00 pm",0,0,7.8,0,3.6
"Mar 25, 11:00 pm",0,0,7.2,0,4.6
"Mar 26, 12:00 am",0,0,7.2,0,4.1
"Mar 26, 01:00 am",0,0,7.2,0,3.1
"Mar 26, 02:00 am",0,0,7.2,0,2.6
"Mar 26, 03:00 am",0,0,6.7,0,4.6
"Mar 26, 04:00 am",0,0,7.2,0,2.6
"Mar 26, 05:00 am",0,0,7.2,0,4.6
"Mar 26, 06:00 am",22.9462,25,7.8,84.1437,5.7
"Mar 26, 07:00 am",112.957,122,7.8,69.2644,5.2
"Mar 26, 08:00 am",202.438,215,7.8,54.3007,5.2
"Mar 26, 09:00 am",268.799,284,8.3,39.3264,4.6
"Mar 26, 10:00 am",313.49,329,8.9,24.3506,5.2
"Mar 26, 11:00 am",389.256,405,11.1,9.38809,3.1
"Mar 26, 12:00 pm",453.994,468,12.2,5.67018,4.1
"Mar 26, 01:00 pm",660.88,596,12.2,20.6149,3.6
"Mar 26, 02:00 pm",255.993,268,11.7,35.589,4.1
"Mar 26, 03:00 pm",257.311,270,11.1,50.563,5.2
"Mar 26, 04:00 pm",126.682,136,10,65.5285,5.7
"Mar 26, 05:00 pm",48.7564,53,8.9,80.4541,6.2
"Mar 26, 06:00 pm",3.74499,4,8.3,89.1875,5.2
"Mar 26, 07:00 pm",0,0,8.3,0,3.6
"Mar 26, 08:00 pm",0,0,8.3,0,3.1
"Mar 26, 09:00 pm",0,0,8.3,0,3.6
"Mar 26, 10:00 pm",0,0,7.8,0,3.6
"Mar 26, 11:00 pm",0,0,6.7,0,2.1
"Mar 27, 12:00 am",0,0,6.1,0,2.1
"Mar 27, 01:00 am",0,0,6.7,0,3.1
"Mar 27, 02:00 am",0,0,7.8,0,3.1
"Mar 27, 03:00 am",0,0,7.2,0,4.1
"Mar 27, 04:00 am",0,0,7.2,0,3.1
"Mar 27, 05:00 am",0,0,6.7,91.3307,3.1
"Mar 27, 06:00 am",52.6063,54,7.8,84.0737,1.5
"Mar 27, 07:00 am",201.176,191,8.9,69.1731,4.1
"Mar 27, 08:00 am",474.909,425,11.1,54.2115,4.6
"Mar 27, 09:00 am",558.192,507,12.8,39.2383,3.6
"Mar 27, 10:00 am",623.159,559,14.4,24.2618,4.6
"Mar 27, 11:00 am",933.799,797,15,9.28766,4.6
"Mar 27, 12:00 pm",813.053,710,17.2,5.70734,3.6
"Mar 27, 01:00 pm",768.164,675,18.3,20.6772,4.1
"Mar 27, 02:00 pm",764.852,658,18.3,35.6531,3.1
"Mar 27, 03:00 pm",587.191,506,18.9,50.626,3.6
"Mar 27, 04:00 pm",340.599,302,18.3,65.5893,3.6
"Mar 27, 05:00 pm",81.3366,80,16.7,80.5127,2.1
"Mar 27, 06:00 pm",7.5132,8,12.8,89.335,0
"Mar 27, 07:00 pm",0,0,11.1,0,0
"Mar 27, 08:00 pm",0,0,10.6,0,0
"Mar 27, 09:00 pm",0,0,10.6,0,0
"Mar 27, 10:00 pm",0,0,10.6,0,0
"Mar 27, 11:00 pm",0,0,10.6,0,3.6
"Mar 28, 12:00 am",0,0,11.7,0,4.1
"Mar 28, 01:00 am",0,0,10.6,0,0
"Mar 28, 02:00 am",0,0,10.6,0,0
"Mar 28, 03:00 am",0,0,9.4,0,0
"Mar 28, 04:00 am",0,0,9.4,0,0
"Mar 28, 05:00 am",0,0,10,91.4188,0
"Mar 28, 06:00 am",40.4622,44,11.1,83.983,0
"Mar 28, 07:00 am",98.328,106,13.3,69.083,3.6
"Mar 28, 08:00 am",202.982,214,16.1,54.1242,4.1
"Mar 28, 09:00 am",260.966,275,20,39.1536,4.1
"Mar 28, 10:00 am",382.024,363,21.7,24.1789,5.2
"Mar 28, 11:00 am",347.296,364,22.2,9.20341,4.6
"Mar 28, 12:00 pm",287.922,303,22.2,5.77167,4.1
"Mar 28, 01:00 pm",215.214,230,17.2,20.7466,4.1
"Mar 28, 02:00 pm",257.606,272,17.8,35.7208,2.6
"Mar 28, 03:00 pm",128.673,139,18.3,50.6912,2.6
"Mar 28, 04:00 pm",77.1017,84,17.2,65.6514,2.1
"Mar 28, 05:00 pm",26.6984,30,16.1,80.5716,0
"Mar 28, 06:00 pm",1.8725,2,16.1,89.482,3.1
"Mar 28, 07:00 pm",0,0,15.6,0,3.6
"Mar 28, 08:00 pm",0,0,16.1,0,3.1
"Mar 28, 09:00 pm",0,0,15.6,0,3.1
"Mar 28, 10:00 pm",0,0,15.6,0,3.6
"Mar 28, 11:00 pm",0,0,15.6,0,4.6
"Mar 29, 12:00 am",0,0,15.6,0,4.6
"Mar 29, 01:00 am",0,0,15.6,0,5.2
"Mar 29, 02:00 am",0,0,15.6,0,4.6
"Mar 29, 03:00 am",0,0,15.6,0,5.2
"Mar 29, 04:00 am",0,0,15.6,0,5.2
"Mar 29, 05:00 am",0.936248,1,16.1,91.5048,6.2
"Mar 29, 06:00 am",40.1082,44,16.7,83.8926,4.1
"Mar 29, 07:00 am",135.213,146,17.2,68.9941,2.1
"Mar 29, 08:00 am",218.678,232,18.3,54.0391,4.1
"Mar 29, 09:00 am",300.471,316,20,39.0723,5.2
"Mar 29, 10:00 am",558.592,508,21.1,24.1021,3.1
"Mar 29, 11:00 am",905.26,786,22.8,9.13575,5.7
"Mar 29, 12:00 pm",603.725,566,23.9,5.862,4.6
"Mar 29, 01:00 pm",636.287,576,23.9,20.8227,3.1
"Mar 29, 02:00 pm",322.903,336,24.4,35.7921,3.6
"Mar 29, 03:00 pm",163.338,175,19.4,50.7584,0
"Mar 29, 04:00 pm",63.3318,70,19.4,65.7144,3.1
"Mar 29, 05:00 pm",44.5145,49,19.4,80.6308,3.6
"Mar 29, 06:00 pm",4.68124,5,18.3,89.6283,2.1
"Mar 29, 07:00 pm",0,0,17.8,0,2.6
"Mar 29, 08:00 pm",0,0,18.3,0,3.1
"Mar 29, 09:00 pm",0,0,18.3,0,4.1
"Mar 29, 10:00 pm",0,0,18.3,0,4.1
"Mar 29, 11:00 pm",0,0,18.3,0,4.1
"Mar 30, 12:00 am",0,0,18.3,0,7.7
"Mar 30, 01:00 am",0,0,18.3,0,8.2
"Mar 30, 02:00 am",0,0,17.2,0,7.2
"Mar 30, 03:00 am",0,0,16.7,0,1.5
"Mar 30, 04:00 am",0,0,15,0,0
"Mar 30, 05:00 am",0,0,15.6,91.589,3.6
"Mar 30, 06:00 am",42.8993,48,16.1,83.8024,5.2
"Mar 30, 07:00 am",114.732,124,17.2,68.9065,5.2
"Mar 30, 08:00 am",448.821,419,20,53.9562,6.2
"Mar 30, 09:00 am",724.8,645,21.1,38.9946,4.1
"Mar 30, 10:00 am",770.875,678,22.8,24.0315,3.6
"Mar 30, 11:00 am",633.452,576,23.3,9.085,3.6
"Mar 30, 12:00 pm",750.991,676,24.4,5.97686,3.1
"Mar 30, 01:00 pm",758.658,668,24.4,20.9055,3.1
"Mar 30, 02:00 pm",696.646,608,25,35.8667,3.1
"Mar 30, 03:00 pm",273.028,265,24.4,50.8274,4.1
"Mar 30, 04:00 pm",66.3226,72,23.9,65.7784,2.6
"Mar 30, 05:00 pm",38.4454,42,21.7,80.6901,2.1
"Mar 30, 06:00 pm",1.8725,2,20.6,89.774,4.1
"Mar 30, 07:00 pm",0,0,19.4,0,3.6
"Mar 30, 08:00 pm",0,0,17.2,0,2.6
"Mar 30, 09:00 pm",0,0,17.2,0,2.1
"Mar 30, 10:00 pm",0,0,17.8,0,4.1
"Mar 30, 11:00 pm",0,0,15.6,0,1.5
"Mar 31, 12:00 am",0,0,17.2,0,0
"Mar 31, 01:00 am",0,0,17.2,0,5.2
"Mar 31, 02:00 am",0,0,17.2,0,2.1
"Mar 31, 03:00 am",0,0,17.2,0,0
"Mar 31, 04:00 am",0,0,17.2,0,0
"Mar 31, 05:00 am",1.8725,3,15.6,91.6714,0
"Mar 31, 06:00 am",18.6064,21,16.7,83.7128,1.5
"Mar 31, 07:00 am",112.947,122,16.7,68.8202,2.1
"Mar 31, 08:00 am",483.252,439,19.4,53.8755,0
"Mar 31, 09:00 am",684.075,602,22.2,38.9205,1.5
"Mar 31, 10:00 am",852.807,742,24.4,23.9671,2.1
"Mar 31, 11:00 am",974.381,845,23.3,9.05138,3.1
"Mar 31, 12:00 pm",1022.19,888,25.6,6.11452,2.6
"Mar 31, 01:00 pm",850.248,738,26.7,20.9947,3.1
"Mar 31, 02:00 pm",754.864,658,26.1,35.9446,2.1
"Mar 31, 03:00 pm",508.571,456,26.1,50.8983,2.1
"Mar 31, 04:00 pm",189.356,194,25,65.8432,3.1
"Mar 31, 05:00 pm",84.84,87,22.2,80.7494,2.6
"Mar 31, 06:00 pm",6.55939,8,19.4,89.919,0
"Mar 31, 07:00 pm",0,0,17.8,0,0
"Mar 31, 08:00 pm",0,0,16.7,0,0
"Mar 31, 09:00 pm",0,0,15.1,0,0
"Mar 31, 10:00 pm",0,0,13.5,0,0
"Mar 31, 11:00 pm",0,0,11.9,0,0
"Apr 1, 12:00 am",0,0,10.4,0,0
"Apr 1, 01:00 am",0,0,8.8,0,0
"Apr 1, 02:00 am",0,0,7.2,0,0
"Apr 1, 03:00 am",0,0,5.6,0,0
"Apr 1, 04:00 am",0,0,4.4,0,0
"Apr 1, 05:00 am",0,0,3.3,91.7352,1.5
"Apr 1, 06:00 am",68.7241,76,5.6,83.6425,0
"Apr 1, 07:00 am",303.472,286,10,68.7532,3.6
"Apr 1, 08:00 am",570.333,514,12.2,53.8136,5.7
"Apr 1, 09:00 am",800.318,711,12.8,38.8646,4.1
"Apr 1, 10:00 am",970.625,853,14.4,23.9209,4.6
"Apr 1, 11:00 am",1062.96,929,15.6,9.037,5.7
"Apr 1, 12:00 pm",1071.1,934,16.7,6.23798,4.1
"Apr 1, 01:00 pm",991.951,867,17.8,21.0693,4.6
"Apr 1, 02:00 pm",835.591,734,17.8,36.0082,4.6
"Apr 1, 03:00 pm",613.244,545,17.8,50.9553,2.6
"Apr 1, 04:00 pm",349.596,320,17.8,65.8948,4.1
"Apr 1, 05:00 pm",100.97,103,16.1,80.7962,2.6
"Apr 1, 06:00 pm",1.8725,2,11.1,90.0327,1.5
"Apr 1, 07:00 pm",0,0,8.3,0,0
"Apr 1, 08:00 pm",0,0,8.3,0,1.5
"Apr 1, 09:00 pm",0,0,8.3,0,0
"Apr 1, 10:00 pm",0,0,7.2,0,0
"Apr 1, 11:00 pm",0,0,6.7,0,0
"Apr 2, 12:00 am",0,0,6.1,0,0
"Apr 2, 01:00 am",0,0,5.9,0,0
"Apr 2, 02:00 am",0,0,5.6,0,0
"Apr 2, 03:00 am",0,0,5.6,0,0
"Apr 2, 04:00 am",0,0,5,0,0
"Apr 2, 05:00 am",0,0,5,91.8149,0
"Apr 2, 06:00 am",65.7739,73,8.3,83.554,0
"Apr 2, 07:00 am",276.346,267,12.2,68.6697,2.1
"Apr 2, 08:00 am",532.934,491,17.2,53.7372,4.6
"Apr 2, 09:00 am",603.325,547,18.9,38.7972,4.1
"Apr 2, 10:00 am",927.422,826,20.6,23.868,4.1
"Apr 2, 11:00 am",743.104,665,21.1,9.03422,3.6
"Apr 2, 12:00 pm",992.26,869,22.2,6.41177,2.1
"Apr 2, 01:00 pm",887.271,795,22.8,21.1692,1.5
"Apr 2, 02:00 pm",734.938,659,22.2,36.0914,2.1
"Apr 2, 03:00 pm",454.154,413,23.9,51.0289,1.5
"Apr 2, 04:00 pm",291.65,282,23.3,65.9607,0
"Apr 2, 05:00 pm",79.3844,86,18.9,80.8553,2.1
"Apr 2, 06:00 pm",1.8725,2,16.7,90.1762,0
"Apr 2, 07:00 pm",0,0,13.3,0,0
"Apr 2, 08:00 pm",0,0,12.8,0,0
"Apr 2, 09:00 pm",0,0,10,0,1.5
"Apr 2, 10:00 pm",0,0,10.6,0,0
"Apr 2, 11:00 pm",0,0,9.4,0,1.5
"Apr 3, 12:00 am",0,0,9.4,0,0
"Apr 3, 01:00 am",0,0,8.3,0,0
"Apr 3, 02:00 am",0,0,7.8,0,0
"Apr 3, 03:00 am",0,0,7.8,0,0
"Apr 3, 04:00 am",0,0,6.7,0,0
"Apr 3, 05:00 am",0,0,7.2,91.8933,0
"Apr 3, 06:00 am",78.6778,89,10,83.4662,0
"Apr 3, 07:00 am",318.725,305,13.9,68.5878,0
"Apr 3, 08:00 am",581.527,530,17.2,53.6634,2.6
"Apr 3, 09:00 am",809.38,723,19.4,38.7336,2.6
"Apr 3, 10:00 am",967.794,861,21.7,23.8217,2.6
"Apr 3, 11:00 am",1053.92,935,22.8,9.04855,4.1
"Apr 3, 12:00 pm",1061.4,939,23.9,6.60313,4.6
